Molecule_ID,ext,External_ID,Gene,Name,Source_acc,Regulation_case.control,Validation,Scores
A3239,,FEZF2_HUMAN,FEZF2;FEZL;ZNF312,FEZ family zinc finger protein 2,A_24_P405631,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A323B,,BTNL3_HUMAN,BTNL3;BTNLR;COLF4100,Butyrophilin-like protein 3 precursor,A_23_P158297,ratio: 0.16,ratio_log2fc: -2.67,,p-value: 0.013999
A323B,,BTNL3_HUMAN,BTNL3;BTNLR;COLF4100,Butyrophilin-like protein 3 precursor,A_24_P34865,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.014185
A323J,,ZN335_HUMAN,ZNF335,Zinc finger protein 335,A_23_P17382,ratio: 3.63,ratio_log2fc: 1.86,,p-value: 0.013999
A3240,,ZBT48_HUMAN,ZBTB48;HKR3;ZNF855,Zinc finger and BTB domain-containing protein 48,A_23_P149509,ratio: 3.7,ratio_log2fc: 1.89,,p-value: 0.013999
A3245,,IKZF3_HUMAN,ZNFN1A3;IKZF3,Zinc finger protein Aiolos,A_23_P376060,ratio: 0.16,ratio_log2fc: -2.69,,p-value: 0.014147
A3246,,IKZF1_HUMAN,ZNFN1A1;IKZF1;IK1,DNA-binding protein Ikaros,A_23_P135646,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A3247,X,IKZF2_HUMAN,IKZF2;ZNFN1A2;HELIOS,Helios 3,A_23_P323872,ratio: 0.19,ratio_log2fc: -2.37,,p-value: 0.013999
A324G,,F134C_HUMAN,FAM134C,Hypothetical protein,A_24_P185158,ratio: 4.49,ratio_log2fc: 2.17,,p-value: 0.013291
A3251,,RREB1_HUMAN,RREB1;FINB,Zinc-finger motif-enhancer binding-protein-1,A_23_P214866,ratio: 0.18,ratio_log2fc: -2.49,,p-value: 0.013999
A325G,X,F135B_HUMAN,FAM135B,Protein FAM135B,A_24_P326344,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A3265,X,PRDM1_HUMAN,PRDM1;BLIMP1,PR domain containing 1;with ZNF domain,A_23_P350451,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A326C,,RAB3C_HUMAN,RAB3C,Ras-related protein Rab-3C,A_32_P77831,ratio: 0.08,ratio_log2fc: -3.70,,p-value: 0.004443
A326G,,F149B_HUMAN,FAM149B1,Putative uncharacterized protein FAM149B1,A_24_P49298,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A3273,,ZN581_HUMAN,ZNF581;HSPC189,Zinc finger protein 581,A_23_P4798,ratio: 3.48,ratio_log2fc: 1.80,,p-value: 0.013999
A327C,,RAB3D_HUMAN,RAB3D;GOV;RAB16,Ras-related protein Rab-3D,A_24_P236956,ratio: 0.22,ratio_log2fc: -2.18,,p-value: 0.011621
A327J,,ZN513_HUMAN,ZNF513,Zinc finger protein 513,A_23_P142671,ratio: 6.75,ratio_log2fc: 2.75,,p-value: 0.007751
A3280,,ZN384_HUMAN,ZNF384;CAGH1;CIZ,Zinc finger protein 384,A_23_P204355,ratio: 5.06,ratio_log2fc: 2.34,,p-value: 0.013367
A3289,,ZBT40_HUMAN,ZBTB40,Zinc finger and BTB domain containing 40,A_24_P940188,ratio: 0.16,ratio_log2fc: -2.68,,p-value: 0.013999
A3294,,TBX1_HUMAN,TBX1,T-box transcription factor TBX1,A_23_P40527,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A3295,,TBX20_HUMAN,TBX20,T-box transcription factor TBX20,A_24_P211849,ratio: 0.17,ratio_log2fc: -2.52,,p-value: 0.0145
A3298,,TBX22_HUMAN,TBX22;TBOX22;Tbx22,T-box transcription factor TBX22,A_23_P159676,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.014052
A3299,,TBX4_HUMAN,TBX4,T-box transcription factor TBX4,A_23_P4443,ratio: 0.17,ratio_log2fc: -2.60,,p-value: 0.013999
A329D,,EFHD1_HUMAN,MST133;EFHD1;PP1187,Swiprosin 2,A_24_P234391,ratio: 4.33,ratio_log2fc: 2.11,,p-value: 0.008891
A329E,,SMR3B_HUMAN,SMR3B;PBII;PRL3,Submaxillary gland androgen-regulated protein 3 homolog B precursor,A_23_P29965,ratio: 0.17,ratio_log2fc: -2.53,,p-value: 0.01415
A3300,,TBX5_HUMAN,TBX5,T-box transcription factor TBX5,A_23_P25176,ratio: 0.14,ratio_log2fc: -2.84,,p-value: 0.013999
A3301,,TBX2_HUMAN,TBX2,T-box transcription factor TBX2,A_23_P164451,ratio: 3.79,ratio_log2fc: 1.92,,p-value: 0.013999
A3307,,EOMES_HUMAN,EOMES;TBR2,Eomesodermin homolog,A_24_P97374,ratio: 0.2,ratio_log2fc: -2.35,,p-value: 0.013999
A3308,,TBX21_HUMAN,TBX21;TBET;TBLYM,T-box transcription factor TBX21,A_23_P141555,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.013999
A330B,,CA115_HUMAN,,Conserved hypothetical protein,A_24_P131173,ratio: 3.47,ratio_log2fc: 1.79,,p-value: 0.013999
A330C,,RAB5C_HUMAN,RAB5C;RABL,Ras-related protein Rab-5C,A_23_P107211,ratio: 6.3,ratio_log2fc: 2.66,,p-value: 0.009839
A330F,,ANR54_HUMAN,ANKRD54;LIAR,Ankyrin repeat domain-containing protein 54,A_23_P120921,ratio: 5.55,ratio_log2fc: 2.47,,p-value: 0.006399
A330F,,ANR54_HUMAN,ANKRD54;LIAR,Ankyrin repeat domain-containing protein 54,A_23_P120915,ratio: 4.26,ratio_log2fc: 2.09,,p-value: 0.013999
A3312,,ZN536_HUMAN,ZNF536,Zinc finger protein 536,A_23_P130811,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A331A,,CYHR1_HUMAN,CYHR1,Cysteine and histidine-rich protein protein 1,A_24_P89843,ratio: 5.95,ratio_log2fc: 2.57,,p-value: 0.013999
A331C,,RAB6B_HUMAN,RAB6B,Ras-related protein Rab-6B,A_24_P131718,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A331F,X,ANR55_HUMAN,ANKRD55,Ankyrin repeat domain-containing protein 55,A_23_P258483,ratio: 0.15,ratio_log2fc: -2.70,,p-value: 0.013999
A331J,,ZPBP2_HUMAN,ZPBP2;ZPBPL,Zona pellucida-binding protein 2 precursor,A_23_P77852,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A3321,,ZN711_HUMAN,ZNF711;CMPX1;ZNF6,Zinc finger protein 711,A_23_P340149,ratio: 0.14,ratio_log2fc: -2.80,,p-value: 0.007928
A3331,,NKX21_HUMAN,NKX2-1;NKX2A;TITF1,Thyroid transcription factor 1,A_24_P61490,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A3333,,NKX32_HUMAN,NKX3-2;BAPX1;NKX3B,Homeobox protein Nkx-3.2,A_23_P386254,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A333B,,CAMLG_HUMAN,CAMLG;CAML,Calcium-signal modulating cyclophilin ligand,A_24_P234856,ratio: 0.25,ratio_log2fc: -1.99,,p-value: 0.01397
A333D,X,EPG5_HUMAN,EPG5,UPF0493 protein KIAA1632,A_32_P389619,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.013999
A333E,,SNX29_HUMAN,SNX29;RUNDC2A;SNX29,Sorting nexin-29,A_32_P66020,ratio: 5.49,ratio_log2fc: 2.46,,p-value: 0.013999
A333E,,SNX29_HUMAN,SNX29;RUNDC2A;SNX29,Sorting nexin-29,A_24_P150665,ratio: 7.99,ratio_log2fc: 3.00,,p-value: 0.013999
A333H,,MEX3B_HUMAN,MEX3B;RKHD3;RNF195,RNA-binding protein MEX3B,A_24_P65060,ratio: 0.17,ratio_log2fc: -2.60,,p-value: 0.013999
A3340,,PDX1_HUMAN,PDX1;IPF1;STF1,Insulin promoter factor-1,A_23_P65189,ratio: 0.15,ratio_log2fc: -2.69,,p-value: 0.013999
A3346,,HXB1_HUMAN,HOXB1;HOX2I,Homeobox protein Hox-B1,A_23_P118675,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A334D,,ERIC1_HUMAN,ERICH1;HSPC319,Glutamate-rich protein 1,A_23_P303417,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A335A,X,DCA13_HUMAN,DCAF13;WDSOF1;HSPC064,DDB1- and CUL4-associated factor 13,A_24_P995,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A3362,,HXB8_HUMAN,HOXB8;HOX2D,Homeobox protein Hox-B8,A_23_P370588,ratio: 14.97,ratio_log2fc: 3.90,,p-value: 0.006305
A3368,,BARX1_HUMAN,BARX1,Homeobox protein BarH-like 1,A_23_P32279,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A3372,,DLX3_HUMAN,DLX3,Homeobox protein DLX-3,A_24_P296587,ratio: 0.17,ratio_log2fc: -2.57,,p-value: 0.013999
A3373,,DLX2_HUMAN,DLX2,Homeobox protein DLX-2,A_23_P28598,ratio: 0.13,ratio_log2fc: -2.99,,p-value: 0.013999
A3373,,DLX2_HUMAN,DLX2,Homeobox protein DLX-2,A_24_P45980,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A3374,,DLX4_HUMAN,DLX4;BP1;DLX7,Homeobox protein DLX-4,A_23_P164196,ratio: 0.15,ratio_log2fc: -2.71,,p-value: 0.013999
A337I,,SC5A6_HUMAN,SLC5A6;SMVT,Sodium-dependent multivitamin transporter,A_23_P102508,ratio: 4.96,ratio_log2fc: 2.31,,p-value: 0.009482
A3384,,GBX1_HUMAN,GBX1,Homeobox protein GBX-1,A_24_P309069,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A3385,,GBX2_HUMAN,GBX2,Homeobox protein GBX-2,A_23_P131183,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.014189
A3386,,MNX1_HUMAN,MNX1;HLXB9,Motor neuron and pancreas homeobox protein 1,A_32_P6015,ratio: 0.16,ratio_log2fc: -2.67,,p-value: 0.012239
A338I,,SC5A7_HUMAN,SLC5A7;CHT1,High affinity choline transporter 1,A_32_P114502,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.014052
A3399,,HXC11_HUMAN,HOXC11;HOX3H,Homeobox protein Hox-C11,A_23_P47941,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A3401,,HXA11_HUMAN,HOXA11;HOX1I,Homeobox protein Hox-A11,A_23_P42706,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A340C,,RAMP3_HUMAN,RAMP3,Receptor activity-modifying protein 3 precursor,A_23_P111737,ratio: 5.43,ratio_log2fc: 2.44,,p-value: 0.006275
A340J,,U3KPV4,A3GALT2,"Alpha 1,3-galactosyltransferase 2",A_24_P16184,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A3410,,PHX2B_HUMAN,PHOX2B;PMX2B,Paired mesoderm homeobox protein 2B,A_23_P213228,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A3416,,PAX3_HUMAN,PAX-3;PAX3;HUP2,Paired box protein 3,A_23_P209499,ratio: 0.15,ratio_log2fc: -2.70,,p-value: 0.013999
A3416,,PAX3_HUMAN,PAX-3;PAX3;HUP2,Paired box protein 3,A_23_P502706,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A341A,,DEP1A_HUMAN,DEPDC1;DEPDC1A;SDP35,DEP domain-containing protein 1A,A_24_P25872,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A341H,,MFS10_HUMAN,MFSD10;TETRAN,Tetracycline transporter-like protein,A_23_P41246,ratio: 6.95,ratio_log2fc: 2.80,,p-value: 0.006399
A3423,,PAX9_HUMAN,Pax9;PAX9,Paired box protein Pax-9,A_32_P70818,ratio: 0.14,ratio_log2fc: -2.79,,p-value: 0.013999
A3425,,GPM6A_HUMAN,GPM6A;M6A,Neuronal membrane glycoprotein M6-a,A_23_P121545,ratio: 0.22,ratio_log2fc: -2.18,,p-value: 0.013999
A3428,,PRRX1_HUMAN,PRRX1;PMX1,Paired mesoderm homeobox protein 1,A_23_P502731,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A3428,,PRRX1_HUMAN,PRRX1;PMX1,Paired mesoderm homeobox protein 1,A_24_P552374,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A342B,,CC108_HUMAN,CCDC108,Coiled-coil domain-containing protein 108,A_23_P337278,ratio: 0.13,ratio_log2fc: -2.89,,p-value: 0.013999
A342E,,BPIA3_HUMAN,BPIFA3;SPLUNC3,Short palate;lung and nasal epithelium carcinoma associated protein 3 precursor,A_23_P132004,ratio: 0.15,ratio_log2fc: -2.69,,p-value: 0.013999
A342F,,AP5M1_HUMAN,AP5M1;MUDENG,MHD domain-containing death-inducing protein,A_24_P153754,ratio: 0.21,ratio_log2fc: -2.22,,p-value: 0.013999
A342I,,SC6A4_HUMAN,SLC6A4;5HTT;HTT,Sodium-dependent serotonin transporter,A_32_P182812,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A3434,,OTX1_HUMAN,OTX1,Homeobox protein OTX1,A_23_P403284,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A3436,,CRX_HUMAN,CRX;CORD2,Cone-rod homeobox protein,A_23_P418961,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.014118
A343D,,EX3L4_HUMAN,EXOC3L4,Exocyst complex component 3-like protein 4,A_23_P105939,ratio: 6.11,ratio_log2fc: 2.61,,p-value: 0.013999
A344C,,RB39A_HUMAN,RAB39A;RAB39,Ras-related protein Rab-39A,A_24_P50028,ratio: 0.09,ratio_log2fc: -3.49,,p-value: 0.013291
A344D,,F101B_HUMAN,FAM101B,Family with sequence similarity 101;member B,A_24_P299318,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 0.014716
A344E,,SPRL1_HUMAN,SPARCL1;PIG33,SPARC-like protein 1 precursor,A_23_P113351,ratio: 0.12,ratio_log2fc: -3.03,,p-value: 0.00404
A3451,,HESX1_HUMAN,HESX1;HANF,Homeobox expressed in ES cells 1,A_23_P121106,ratio: 0.34,ratio_log2fc: -1.57,,p-value: 0.015063
A3453,,RHF2B_HUMAN,RHOXF2B,Rhox homeobox family member 2B,A_23_P352494,ratio: 0.15,ratio_log2fc: -2.76,,p-value: 0.013999
A345A,,DMAP1_HUMAN,DMAP1;DNMAP1,DNA methyltransferase 1-associated protein 1,A_23_P388780,ratio: 6.31,ratio_log2fc: 2.66,,p-value: 0.006752
A345F,X,APC1_HUMAN,ANAPC1;TSG24,Anaphase promoting complex subunit 1,A_32_P12104,ratio: 0.14,ratio_log2fc: -2.84,,p-value: 0.013999
A345F,X,APC1_HUMAN,ANAPC1;TSG24,Anaphase promoting complex subunit 1,A_32_P24656,ratio: 0.19,ratio_log2fc: -2.40,,p-value: 0.015201
A3461,,NDF1_HUMAN,NEUROD1;BHLHA3;NEUROD,Neurogenic differentiation factor 1,A_23_P209484,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A3462,,GRIK3_HUMAN,GRIK3;GLUR7,Glutamate receptor;ionotropic kainate 3 precursor,A_24_P870799,ratio: 0.14,ratio_log2fc: -2.80,,p-value: 0.015258
A3471,,CAC1E_HUMAN,CACNA1E;CACH6;CACNL1A6,Voltage-dependent R-type calcium channel alpha-1E subunit,A_23_P34554,ratio: 7.4,ratio_log2fc: 2.89,,p-value: 0.013159
A3477,,KCNQ2_HUMAN,KCNQ2;UNQ6166,Potassium voltage-gated channel subfamily KQT member 2,A_23_P351204,ratio: 0.1,ratio_log2fc: -3.37,,p-value: 0.00545
A3489,,S12A5_HUMAN,SLC12A5;KCC2,Solute carrier family 12 (potassium-chloride transporter);member 5,A_23_P355377,ratio: 0.12,ratio_log2fc: -3.11,,p-value: 0.013999
A348A,,DMRT3_HUMAN,DMRT3;DMRTA3,Doublesex and MAB-3 related transcription factor 3,A_23_P157895,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A348A,,DMRT3_HUMAN,DMRT3;DMRTA3,Doublesex and MAB-3 related transcription factor 3,A_23_P325100,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.01415
A348D,,F111B_HUMAN,FAM111B;CANP,Protein FAM111B,A_24_P332314,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A3491,,S1PR1_HUMAN,EDG1;S1PR1;CHEDG1,Sphingosine 1-phosphate receptor 1,A_23_P404481,ratio: 0.21,ratio_log2fc: -2.25,,p-value: 0.01204
A3495,,LIME1_HUMAN,LIME1;LIME;LP8067,LCK-interacting transmembrane adapter 1,A_23_P376088,ratio: 4.37,ratio_log2fc: 2.13,,p-value: 0.014486
A3499,,CAMKV_HUMAN,CAMKV,CAM kinase-like vesicle-associated protein,A_23_P29680,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A349C,,RER1_HUMAN,RER1,RER1 retention in endoplasmic reticulum 1 homolog,A_24_P79591,ratio: 4.7,ratio_log2fc: 2.23,,p-value: 0.014974
A3506,,DCLK1_HUMAN,DCAMKL1;DCLK1;DCDC3A,Serine/threonine-protein kinase DCAMKL1,A_24_P928627,ratio: 0.14,ratio_log2fc: -2.81,,p-value: 0.013999
A3506,,DCLK1_HUMAN,DCAMKL1;DCLK1;DCDC3A,Serine/threonine-protein kinase DCAMKL1,A_32_P108889,ratio: 0.24,ratio_log2fc: -2.05,,p-value: 0.013999
A3506,,DCLK1_HUMAN,DCAMKL1;DCLK1;DCDC3A,Serine/threonine-protein kinase DCAMKL1,A_23_P44894,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A3508,,FES_HUMAN,FES;FPS;C-FES/FPS,Feline sarcoma oncogene,A_23_P14769,ratio: 3.52,ratio_log2fc: 1.81,,p-value: 0.013999
A350A,,DMRTD_HUMAN,DMRTC2,Doublesex and MAB-3-related transcription factor C2,A_23_P300245,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A350D,,F115C_HUMAN,FAM115C;FAM139A,Protein FAM115C,A_24_P237912,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A3514,,AGAP2_HUMAN,AGAP2;CENTG1,ARF-GAP with GTPase;ANK repeat and PH domain-containing protein 2,A_24_P244495,ratio: 0.23,ratio_log2fc: -2.15,,p-value: 0.014395
A3516,,SEPT3_HUMAN,Sep-03;Sep-03,Neuronal-specific septin-3,A_23_P211572,ratio: 0.18,ratio_log2fc: -2.45,,p-value: 0.014454
A3519,,SEPT6_HUMAN,Sep-06;Sep-02,Septin 6,A_24_P242204,ratio: 0.22,ratio_log2fc: -2.17,,p-value: 0.013999
A351G,X,F193B_HUMAN,FAM193B,Protein FAM193B,A_23_P213863,ratio: 3.71,ratio_log2fc: 1.89,,p-value: 0.013999
A351I,,SCRG1_HUMAN,SCRG1;UNQ390/PRO725;UNQ390,Scrapie-responsive protein 1 precursor,A_32_P65700,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A3528,,RPGF4_HUMAN,RAPGEF4;CGEF2;EPAC2,RAP guanine nucleotide exchange factor 4,A_23_P17197,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A352C,X,RET3_HUMAN,RBP3,Interphotoreceptor retinoid-binding protein precursor,A_23_P324890,ratio: 0.15,ratio_log2fc: -2.77,,p-value: 0.013999
A353H,,MIP_HUMAN,MIP;AQP0,Lens fiber major intrinsic protein,A_23_P47806,ratio: 0.18,ratio_log2fc: -2.44,,p-value: 0.013999
A354D,,AMER2_HUMAN,AMER2;FAM123A,APC membrane recruitment protein 2,A_23_P351305,ratio: 0.18,ratio_log2fc: -2.49,,p-value: 0.01509
A354F,,APLF_HUMAN,APLF;PALF;XIP1,Aprataxin and PNK-like factor,A_23_P334246,ratio: 0.15,ratio_log2fc: -2.74,,p-value: 0.013999
A3551,,PDE2A_HUMAN,PDE2A,"cGMP-dependent 3',5'-cyclic phosphodiesterase",A_23_P87379,ratio: 5.11,ratio_log2fc: 2.35,,p-value: 0.006686
A3557,,NOE1_HUMAN,OLFM1;NOE1;NOEL1,Noelin precursor,A_23_P304311,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A3559,,ATD3B_HUMAN,ATAD3B;TOB3,ATPase family AAA domain-containing protein 3B,A_23_P74688,ratio: 3.33,ratio_log2fc: 1.73,,p-value: 0.013999
A355C,,RFIP3_HUMAN,RAB11FIP3;ARFO1;Rab11-FIP3,Eferin,A_23_P106727,ratio: 8.83,ratio_log2fc: 3.14,,p-value: 0.013999
A355D,,F124B_HUMAN,FAM124B,Family with sequence similarity 124B,A_23_P39525,ratio: 0.17,ratio_log2fc: -2.53,,p-value: 0.006257
A355G,,F199X_HUMAN,FAM199X,Hypothetical protein,A_24_P938383,ratio: 0.28,ratio_log2fc: -1.86,,p-value: 0.013999
A356C,X,RFIP5_HUMAN,RAB11FIP5;GAF1;RIP11,Rab11 interacting protein Rip11,A_23_P415006,ratio: 4.63,ratio_log2fc: 2.21,,p-value: 0.013999
A356D,,F133A_HUMAN,FAM133A,UPF0429 protein B,A_23_P345808,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A3571,,KELL_HUMAN,KEL,Kell blood group glycoprotein,A_23_P252758,ratio: 0.18,ratio_log2fc: -2.49,,p-value: 0.014052
A3577,,DTNA_HUMAN,DTNA;DRP3,Dystrobrevin alpha,A_23_P394809,ratio: 0.15,ratio_log2fc: -2.78,,p-value: 0.013999
A3577,,DTNA_HUMAN,DTNA;DRP3,Dystrobrevin alpha,A_32_P79648,ratio: 0.17,ratio_log2fc: -2.60,,p-value: 0.013999
A3577,,DTNA_HUMAN,DTNA;DRP3,Dystrobrevin alpha,A_24_P36229,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A3581,,GRIN1_HUMAN,GPRIN1,G protein-regulated inducer of neurite outgrowth 1,A_24_P160466,ratio: 0.14,ratio_log2fc: -2.79,,p-value: 0.013999
A3590,X,OMGP_HUMAN,OMG;OMGP,Oligodendrocyte-myelin glycoprotein precursor,A_23_P55286,ratio: 0.15,ratio_log2fc: -2.69,,p-value: 0.013999
A3592,,MOGS_HUMAN,MOGS;GCS1,Mannosyl-oligosaccharide glucosidase,A_24_P414045,ratio: 12.76,ratio_log2fc: 3.67,,p-value: 0.003182
A3595,,AL1L2_HUMAN,ALDH1L2,Aldehyde dehydrogenase 1 family;member L2,A_32_P117016,ratio: 0.21,ratio_log2fc: -2.23,,p-value: 0.013999
A3595,,AL1L2_HUMAN,ALDH1L2,Aldehyde dehydrogenase 1 family;member L2,A_23_P87941,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A3596,,AL1A2_HUMAN,ALDH1A2;RALDH2;RALDH2-T,Retinal dehydrogenase 2,A_23_P99956,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A3597,,AL1A3_HUMAN,ALDH1A3;ALDH6,Aldehyde dehydrogenase 6,A_24_P917280,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A359I,X,SE1L3_HUMAN,SEL1L3,Protein SEL-1 homolog 3,A_23_P426021,ratio: 0.27,ratio_log2fc: -1.87,,p-value: 0.013999
A3602,X,PCCB_HUMAN,PCCB,Propionyl-CoA carboxylase beta chain;mitochondrial precursor,A_23_P121051,ratio: 4.46,ratio_log2fc: 2.16,,p-value: 0.014309
A360A,X,E2F8_HUMAN,E2F8,Transcription factor E2F8,A_23_P35871,ratio: 0.11,ratio_log2fc: -3.23,,p-value: 0.011056
A360C,,RFTN2_HUMAN,RFTN2,Raftlin-2,A_23_P363878,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.008551
A360H,,MKNK1_HUMAN,MKNK1;MNK1,MAP kinase-interacting serine/threonine kinase 1,A_23_P200126,ratio: 3.24,ratio_log2fc: 1.70,,p-value: 0.013999
A3610,,DPYL5_HUMAN,DPYSL5;CRMP5;ULIP6,Dihydropyrimidinase related protein-5,A_23_P401691,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A3613,,IP3KB_HUMAN,ITPKB;PIG37,Inositol-trisphosphate 3-kinase B,A_24_P119545,ratio: 0.18,ratio_log2fc: -2.49,,p-value: 0.015086
A361C,,RHAG_HUMAN,RHAG;Rh50;RH50,Rhesus blood group-associated glycoprotein,A_23_P256572,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A361G,,F205A_HUMAN,FAM205A,Transmembrane protein C9ORF144B,A_32_P29239,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.014052
A361G,,F205A_HUMAN,FAM205A,Transmembrane protein C9ORF144B,A_32_P29241,ratio: 0.17,ratio_log2fc: -2.52,,p-value: 0.01481
A361H,,MKNK2_HUMAN,MKNK2;GPRK7;MNK2,MAP kinase-interacting serine/threonine kinase 2,A_23_P142304,ratio: 3.85,ratio_log2fc: 1.94,,p-value: 0.01425
A3620,,AGK_HUMAN,AGK;MULK,Acylglycerol kinase;mitochondrial precursor,A_24_P917729,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A3623,X,LGMN_HUMAN,LGMN;PRSC1,Legumain precursor,A_23_P25994,ratio: 5.72,ratio_log2fc: 2.52,,p-value: 0.013999
A3625,,XRP2_HUMAN,RP2;XRP2,Retinitis pigmentosa 2;X-linked recessive,A_24_P134568,ratio: 0.12,ratio_log2fc: -3.00,,p-value: 0.013999
A3629,,IDH3A_HUMAN,IDH3A,Isocitrate dehydrogenase [NAD] subunit alpha;mitochondrial precursor,A_24_P927850,ratio: 0.15,ratio_log2fc: -2.74,,p-value: 0.013999
A362B,,CF089_HUMAN,BRAP;UNQ177/PRO203;DLAA177,Chromosome 6 open reading frame 89,A_24_P612446,ratio: 2.88,ratio_log2fc: 1.53,,p-value: 0.013999
A362C,,RHBG_HUMAN,RHBG,Ammonium transporter RH type B,A_23_P51690,ratio: 4.87,ratio_log2fc: 2.28,,p-value: 0.01504
A3633,,DHB12_HUMAN,HSD17B12,Hydroxysteroid (17-beta) dehydrogenase 12,A_23_P371933,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.014105
A3636,,DHRS2_HUMAN,DHRS2,Dehydrogenase/reductase SDR family member 2,A_23_P48570,ratio: 149.85,ratio_log2fc: 7.23,,p-value: 0.001187
A3644,,LPPR5_HUMAN,LPPR5;PAP2D,Phosphatidic acid phosphatase type 2D,A_32_P80413,ratio: 0.18,ratio_log2fc: -2.46,,p-value: 0.013999
A3649,,SGPP2_HUMAN,SGPP2,Sphingosine-1-phosphate phosphatase 2,A_24_P941217,ratio: 0.08,ratio_log2fc: -3.70,,p-value: 0.007277
A364G,,F216B_HUMAN,FAM216B,Uncharacterized protein C13ORF30,A_32_P192667,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A364I,,SEM3E_HUMAN,SEMA3E;SEMAH,Semaphorin 3E precursor,A_24_P123833,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A3655,X,DDX4_HUMAN,DDX4;VASA,Probable ATP-dependent RNA helicase DDX4,A_23_P256624,ratio: 0.15,ratio_log2fc: -2.72,,p-value: 0.013999
A3658,,PI4KA_HUMAN,PI4KA;PIK4;PIK4CA,Phosphatidylinositol 4-kinase alpha,A_23_P102994,ratio: 5.17,ratio_log2fc: 2.37,,p-value: 0.011762
A3658,,PI4KA_HUMAN,PI4KA;PIK4;PIK4CA,Phosphatidylinositol 4-kinase alpha,A_24_P142983,ratio: 4.49,ratio_log2fc: 2.17,,p-value: 0.012895
