Gene_Name	CKDdb_num_of_studies	CKDdb_Disease
KRT84	6	Chronic_Renal_Insufficiency, Diabetes, ureteral_obstruction (Chronic kidney disease, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, kidney obstruction in vitro model)
KRTHB4	6	Chronic_Renal_Insufficiency, Diabetes, ureteral_obstruction (Chronic kidney disease, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, kidney obstruction in vitro model)
HB4	6	Chronic_Renal_Insufficiency, Diabetes, ureteral_obstruction (Chronic kidney disease, type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes without retinopathy or nephropathy, type 1 diabetes with retinopathy and nephropathy vs type 1 diabetes with retinopathy, kidney obstruction in vitro model)
LACTB2	6	Polycystic_Kidney_Disease, Nephrosclerosis, Diabetes, Chronic_Renal_Insufficiency (Autosomal Dominant Polycystic kidney disease, glomerulosclerosis, diabetic nephropathy, CKD)
LAD1	6	Dialysis, AKI, Vasopressine_induced, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, AKI, Vasopressine in vitro model, IgA nephropathy, CKD)
LAD	11	Dialysis, AKI, Vasopressine_induced, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, AKI, Vasopressine in vitro model, IgA nephropathy, CKD)|Dialysis, Polycystic_Kidney_Disease, Fibrosis, Chronic_Renal_Insufficiency (hemodialysis, Autosomal Dominant Polycystic kidney disease, Interstitial fibrosis and tubular atrophy, CKD)
LAMA5	6	Dialysis, Polycystic_Kidney_Disease, Diabetes, Fibrosis, Chronic_Renal_Insufficiency (hemodialysis, Autosomal Dominant Polycystic kidney disease, diabetic kidney disease, Interstitial fibrosis and tubular atrophy, type 2 diabetic nephropathy, CKD)
LAMB3	6	Dialysis, Diabetes, ureteral_obstruction, Glomerulonephritis (hemodialysis, diabetic nephropathy, kidney obstruction in vitro model, membranoproliferative glomerulonephritis model)
LAMNB1	6	Dialysis, Diabetes, ureteral_obstruction, Glomerulonephritis (hemodialysis, diabetic nephropathy, kidney obstruction in vitro model, membranoproliferative glomerulonephritis model)
LAMC1	6	Glomerulonephritis, Diabetes, AKI, Fibrosis, Chronic_Renal_Insufficiency (lupus nephritis, diabetic kidney disease, AKI, Interstitial fibrosis and tubular atrophy, type 2 diabetic nephropathy, CKD)
LAMB-2	6	Glomerulonephritis, Diabetes, AKI, Fibrosis, Chronic_Renal_Insufficiency (lupus nephritis, diabetic kidney disease, AKI, Interstitial fibrosis and tubular atrophy, type 2 diabetic nephropathy, CKD)
LAMC-1	6	Glomerulonephritis, Diabetes, AKI, Fibrosis, Chronic_Renal_Insufficiency (lupus nephritis, diabetic kidney disease, AKI, Interstitial fibrosis and tubular atrophy, type 2 diabetic nephropathy, CKD)
LAX1	6	Dialysis, Chronic_Renal_Insufficiency (hemodialysis, CKD)
LAX	6	Dialysis, Chronic_Renal_Insufficiency (hemodialysis, CKD)
LBH	6	Dialysis, AKI, remnant_kidney_model, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, AKI, remnant kidney model, diabetic kidney disease, CKD)
LCK	6	Fibrosis, Diabetes, Nephrosclerosis, AKI (Interstitial fibrosis and tubular atrophy, diabetic kidney disease, glomerulosclerosis, AKI)
LCP2	6	Fibrosis, Glomerulonephritis, Diabetes (Interstitial fibrosis and tubular atrophy, lupus nephritis, diabetic kidney disease, diabetic nephropathy)
LDHD	6	AKI, Diabetes, Fibrosis, Gentamicin_induced (AKI, diabetic nephropathy, type 2 diabetes, Interstitial fibrosis and tubular atrophy, Gentamicin-induced nephropathy)
LDLR	6	Dialysis, AKI, Diabetes (hemodialysis, AKI, Diabetic Cardiomyopathy)
LDLRAD4	6	Dialysis, AKI, Diabetes, Nephrosclerosis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, AKI, diabetic kidney disease, glomerulosclerosis, IgA nephropathy, CKD)
LGP	6	cisplatin_induced, remnant_kidney_model, Diabetes, Nephrosclerosis, AKI (cisplatin-induced nephrotoxicity, remnant kidney model, diabetic kidney disease, glomerulosclerosis, AKI)
LIPG	6	Dialysis, Glomerulonephritis, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, lupus nephritis, diabetic nephropathy, CKD)
UNQ387/PRO719	6	Dialysis, Glomerulonephritis, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, lupus nephritis, diabetic nephropathy, CKD)
UNQ387	6	Dialysis, Glomerulonephritis, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, lupus nephritis, diabetic nephropathy, CKD)
LOXL1	6	Polycystic_Kidney_Disease, Diabetes, AKI (Autosomal Dominant Polycystic Kidney disease, polycystic kidney disease, Autosomal Dominant Polycystic kidney disease, diabetic kidney disease, AKI)
LOXL2	6	Dialysis, Polycystic_Kidney_Disease, Glomerulonephritis, Diabetes (hemodialysis, Autosomal Dominant Polycystic kidney disease, lupus nephritis, diabetic kidney disease, diabetic nephropathy)
LPHN1	6	Chronic_Renal_Insufficiency, Dialysis, AKI, Polycystic_Kidney_Disease, Transplantation (Chronic kidney disease, hemodialysis, AKI, Autosomal Dominant Polycystic Kidney disease, acute renal allograft rejection)
LEC2	6	Chronic_Renal_Insufficiency, Dialysis, AKI, Polycystic_Kidney_Disease, Transplantation (Chronic kidney disease, hemodialysis, AKI, Autosomal Dominant Polycystic Kidney disease, acute renal allograft rejection)
LTBP4	6	Dialysis, healthy, Chronic_Renal_Insufficiency, Glomerulonephritis (hemodialysis, healthy, Chronic kidney disease, Peritoneal dialysis, IgA nephropathy)
LYPLA1	6	Dialysis, Polycystic_Kidney_Disease, Diabetes, ureteral_obstruction, AKI (hemodialysis, Autosomal Dominant Polycystic kidney disease, diabetic nephropathy, renal tubulointerstitial injury, AKI)
LPL1	6	Dialysis, Polycystic_Kidney_Disease, Diabetes, ureteral_obstruction, AKI (hemodialysis, Autosomal Dominant Polycystic kidney disease, diabetic nephropathy, renal tubulointerstitial injury, AKI)
MAL2	6	AKI, Polycystic_Kidney_Disease, proteinuria, Vasopressine_induced (AKI, Autosomal Dominant Polycystic kidney disease, proteinuric nephropathies, Vasopressine in vitro model)
MALT1	6	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
MLT	6	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
MAN1A2	6	Dialysis, Chronic_Renal_Insufficiency, Diabetes, Glomerulonephritis (hemodialysis, Chronic kidney disease, diabetic kidney disease, IgA nephropathy, CKD)
MAN1B	6	Dialysis, Chronic_Renal_Insufficiency, Diabetes, Glomerulonephritis (hemodialysis, Chronic kidney disease, diabetic kidney disease, IgA nephropathy, CKD)
MAP1	6	Glomerulonephritis, Diabetes, ureteral_obstruction (adriamycin nephropathy and Thy1.1 induced glomerulonephritis, diabetic nephropathy, Diabetes Mellitus-associated Erectile Dysfunction, obstructive uropathy)
MAP1B	6	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease, diabetic nephropathy)
MAP2K3	6	Dialysis, AKI, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, AKI, diabetic kidney disease, CKD)
MEK3	6	Dialysis, AKI, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, AKI, diabetic kidney disease, CKD)
MKK3	6	Dialysis, AKI, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, AKI, diabetic kidney disease, CKD)
MAPK11	6	Chronic_Renal_Insufficiency, Dialysis, AKI (Chronic kidney disease, hemodialysis, AKI)
PRKM11	6	Chronic_Renal_Insufficiency, Dialysis, AKI (Chronic kidney disease, hemodialysis, AKI)
SAPK2	6	Chronic_Renal_Insufficiency, Dialysis, AKI (Chronic kidney disease, hemodialysis, AKI)
MAPK13	6	Dialysis, cisplatin_induced, Diabetes, AKI, Chronic_Renal_Insufficiency (hemodialysis, cisplatin-induced nephrotoxicity, diabetic kidney disease, AKI, CKD)
PRKM13	6	Dialysis, cisplatin_induced, Diabetes, AKI, Chronic_Renal_Insufficiency (hemodialysis, cisplatin-induced nephrotoxicity, diabetic kidney disease, AKI, CKD)
SAPK4	6	Dialysis, cisplatin_induced, Diabetes, AKI, Chronic_Renal_Insufficiency (hemodialysis, cisplatin-induced nephrotoxicity, diabetic kidney disease, AKI, CKD)
MASP1	6	Chronic_Renal_Insufficiency, Dialysis, remnant_kidney_model (Chronic kidney disease, hemodialysis, remnant kidney model, CKD)
CRARF	6	Chronic_Renal_Insufficiency, Dialysis, remnant_kidney_model (Chronic kidney disease, hemodialysis, remnant kidney model, CKD)
CRARF1	6	Chronic_Renal_Insufficiency, Dialysis, remnant_kidney_model (Chronic kidney disease, hemodialysis, remnant kidney model, CKD)
MATR3	6	Dialysis, Glomerulonephritis, AKI (hemodialysis, lupus nephritis, AKI)
MBP	7	Dialysis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, lupus nephritis, CKD)|Dialysis (hemodialysis)
MCF2L	6	Dialysis, AKI, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, AKI, Diabetic Nephropathy, CKD)
BRSK2	8	Dialysis, AKI, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, AKI, Diabetic Nephropathy, CKD)|Dialysis, Chronic_Renal_Insufficiency (hemodialysis, CKD)
MCM5	6	Glomerulonephritis, Nephrosclerosis, Diabetes, Vasopressine_induced (lupus nephritis, glomerulosclerosis, diabetic nephropathy, Vasopressine in vitro model)
MCM6	6	Diabetes, Chronic_Renal_Insufficiency, Vasopressine_induced (diabetic kidney disease, mouse_CKD_model, diabetic nephropathy, Vasopressine in vitro model)
MEF2D	6	AKI, Chronic_Renal_Insufficiency, Glomerulonephritis, Diabetes (AKI, Chronic kidney disease, lupus nephritis, diabetic kidney disease, CKD)
MIOX	6	Diabetes, cisplatin_induced, Polycystic_Kidney_Disease (diabetic nephropathy, cisplatin-induced nephrotoxicity, Autosomal Dominant Polycystic kidney disease)
ALDRL6	6	Diabetes, cisplatin_induced, Polycystic_Kidney_Disease (diabetic nephropathy, cisplatin-induced nephrotoxicity, Autosomal Dominant Polycystic kidney disease)
KSP32	6	Diabetes, cisplatin_induced, Polycystic_Kidney_Disease (diabetic nephropathy, cisplatin-induced nephrotoxicity, Autosomal Dominant Polycystic kidney disease)
MIR141	6	Fibrosis, Glomerulonephritis, Diabetes (kidney fibrosis, IgA nephropathy, Glomerulonephritis, diabetic nephropathy, FSGS/MCD)
MIR21	6	Diabetes, Fibrosis, Glomerulonephritis (diabetic nephropathy, Interstitial fibrosis and tubular atrophy, FSGS/MCD)
MIR223	6	Polycystic_Kidney_Disease, Fibrosis (Autosomal Dominant Polycystic Kidney disease, kidney fibrosis, Fibrosis)
MIR30D	6	Glomerulonephritis, Diabetes, Fibrosis (focal segmental glomerulosclerosis, diabetic nephropathy, kidney fibrosis, Fibrosis)
MLLT3	6	AKI, cisplatin_induced, Diabetes, Chronic_Renal_Insufficiency (AKI, cisplatin-induced nephrotoxicity, diabetic kidney disease, CKD)
AF9	6	AKI, cisplatin_induced, Diabetes, Chronic_Renal_Insufficiency (AKI, cisplatin-induced nephrotoxicity, diabetic kidney disease, CKD)
MMRN2	6	Nephrosclerosis, Diabetes, Polycystic_Kidney_Disease, Transplantation, Nephrotic_Syndrome (glomerulosclerosis, type 2 diabetic nephropathy, Autosomal Dominant Polycystic Kidney disease, acute renal allograft rejection, paediatric idiopathic nephrotic syndrome)
EMILIN3	6	Nephrosclerosis, Diabetes, Polycystic_Kidney_Disease, Transplantation, Nephrotic_Syndrome (glomerulosclerosis, type 2 diabetic nephropathy, Autosomal Dominant Polycystic Kidney disease, acute renal allograft rejection, paediatric idiopathic nephrotic syndrome)
MNDA	6	Dialysis, Transplantation, Diabetes (hemodialysis, Allograft Rejection allo. CBA D5, Allograft Rejection iso.CBA D5, diabetic kidney disease)
MPDZ	6	Dialysis, cisplatin_induced, Diabetes, AKI (hemodialysis, cisplatin-induced nephrotoxicity, diabetic kidney disease, AKI)
MUPP1	6	Dialysis, cisplatin_induced, Diabetes, AKI (hemodialysis, cisplatin-induced nephrotoxicity, diabetic kidney disease, AKI)
MPZL2	6	Dialysis, Diabetes, Nephrosclerosis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, diabetic kidney disease, glomerulosclerosis, IgA nephropathy, CKD)
EVA	6	Dialysis, Diabetes, Nephrosclerosis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, diabetic kidney disease, glomerulosclerosis, IgA nephropathy, CKD)
EVA1	6	Dialysis, Diabetes, Nephrosclerosis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, diabetic kidney disease, glomerulosclerosis, IgA nephropathy, CKD)
MS4A6D	6	Polycystic_Kidney_Disease, Diabetes, Glomerulonephritis (Autosomal Dominant Polycystic kidney disease, diabetic nephropathy, lupus nephritis)
MSRA	6	cisplatin_induced, Nephrosclerosis, Puromycin_induced, Gentamicin_induced, Diabetes (cisplatin-induced nephrotoxicity, glomerulosclerosis, Puromycin nephropathy model, Gentamicin-induced nephropathy, diabetic retinopathy)
MTAP	6	Dialysis, ureteral_obstruction, Cyclosporine_A_induced, Chronic_Renal_Insufficiency (hemodialysis, kidney obstruction in vitro model, Ciclosporine A in vitro model, CKD)
MSAP	8	Dialysis, ureteral_obstruction, Cyclosporine_A_induced, Chronic_Renal_Insufficiency (hemodialysis, kidney obstruction in vitro model, Ciclosporine A in vitro model, CKD)|Dialysis (hemodialysis)
MTHFD1	6	AKI, cisplatin_induced, Polycystic_Kidney_Disease, Diabetes (AKI, cisplatin-induced nephrotoxicity, Autosomal Dominant Polycystic kidney disease, diabetic retinopathy)
MTHFR	6	Dialysis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, IgA nephropathy, CKD)
MUSMUSCULUSMIR-217STEM-LOOP	6	IRI (Bilateral Renal Ischemia Reperfusion)
MUSMUSCULUSMIR-467CSTEM-LOOP	6	IRI (Bilateral Renal Ischemia Reperfusion)
MUSMUSCULUSMIR-696STEM-LOOP	6	IRI (Bilateral Renal Ischemia Reperfusion)
MYBL1	6	AKI, Diabetes, Chronic_Renal_Insufficiency (AKI, diabetic kidney disease, diabetic nephropathy, CKD)
AMYB	6	AKI, Diabetes, Chronic_Renal_Insufficiency (AKI, diabetic kidney disease, diabetic nephropathy, CKD)
A-MYB	6	AKI, Diabetes, Chronic_Renal_Insufficiency (AKI, diabetic kidney disease, diabetic nephropathy, CKD)
MYL6	6	Dialysis, ureteral_obstruction, Cyclosporine_A_induced, Diabetes, Glomerulonephritis (hemodialysis, kidney obstruction in vitro model, Ciclosporine A in vitro model, diabetic nephropathy, IgA nephropathy)
MLC3NM	6	Dialysis, ureteral_obstruction, Cyclosporine_A_induced, Diabetes, Glomerulonephritis (hemodialysis, kidney obstruction in vitro model, Ciclosporine A in vitro model, diabetic nephropathy, IgA nephropathy)
LC17A	6	Dialysis, ureteral_obstruction, Cyclosporine_A_induced, Diabetes, Glomerulonephritis (hemodialysis, kidney obstruction in vitro model, Ciclosporine A in vitro model, diabetic nephropathy, IgA nephropathy)
NAAA	6	AKI, Glomerulonephritis, Diabetes (AKI, lupus nephritis, diabetic nephropathy)
ASAHL	6	AKI, Glomerulonephritis, Diabetes (AKI, lupus nephritis, diabetic nephropathy)
NAMPT	6	Diabetes, Vasopressine_induced, Glomerulonephritis, Chronic_Renal_Insufficiency (diabetic nephropathy, Vasopressine in vitro model, Diabetic Cardiomyopathy, IgA nephropathy (with endocapillary proliferation (E1)), CKD)
NAMPTL	6	Diabetes, Vasopressine_induced, Glomerulonephritis, Chronic_Renal_Insufficiency (diabetic nephropathy, Vasopressine in vitro model, Diabetic Cardiomyopathy, IgA nephropathy (with endocapillary proliferation (E1)), CKD)
PBEF	6	Diabetes, Vasopressine_induced, Glomerulonephritis, Chronic_Renal_Insufficiency (diabetic nephropathy, Vasopressine in vitro model, Diabetic Cardiomyopathy, IgA nephropathy (with endocapillary proliferation (E1)), CKD)
NAT8	6	Dialysis, Polycystic_Kidney_Disease, Nephrosclerosis, Diabetes (hemodialysis, Autosomal Dominant Polycystic kidney disease, glomerulosclerosis, diabetic nephropathy)
CML1	6	Dialysis, Polycystic_Kidney_Disease, Nephrosclerosis, Diabetes (hemodialysis, Autosomal Dominant Polycystic kidney disease, glomerulosclerosis, diabetic nephropathy)
NCF2	6	Diabetes, IAKI (diabetic nephropathy, Ischemic acute kidney injury, diabetic kidney disease, AKI)
NOXA2	6	Diabetes, IAKI (diabetic nephropathy, Ischemic acute kidney injury, diabetic kidney disease, AKI)
P67PHOX	6	Diabetes, IAKI (diabetic nephropathy, Ischemic acute kidney injury, diabetic kidney disease, AKI)
NCF4	6	Dialysis, Glomerulonephritis, Diabetes (hemodialysis, lupus nephritis, diabetic kidney disease, diabetic nephropathy)
SH3PXD4	6	Dialysis, Glomerulonephritis, Diabetes (hemodialysis, lupus nephritis, diabetic kidney disease, diabetic nephropathy)
NCL	6	Vasopressine_induced, High_glucose_induced, AKI, Fibrosis, ureteral_obstruction (Vasopressine in vitro model, High glucose in vitro model, AKI, Interstitial fibrosis and tubular atrophy, obstructive uropathy)
NUC	8	Vasopressine_induced, High_glucose_induced, AKI, Fibrosis, ureteral_obstruction (Vasopressine in vitro model, High glucose in vitro model, AKI, Interstitial fibrosis and tubular atrophy, obstructive uropathy)|Fibrosis, Chronic_Renal_Insufficiency (Interstitial fibrosis and tubular atrophy, CKD)
NCOA1	6	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)
BHLHE74	6	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)
SRC1	9	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)|Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)
NCOA2	6	Dialysis, Glomerulonephritis, AKI, Chronic_Renal_Insufficiency (hemodialysis, FSGS + COLL, AKI, CKD)
BHLHE75	6	Dialysis, Glomerulonephritis, AKI, Chronic_Renal_Insufficiency (hemodialysis, FSGS + COLL, AKI, CKD)
TIF2	6	Dialysis, Glomerulonephritis, AKI, Chronic_Renal_Insufficiency (hemodialysis, FSGS + COLL, AKI, CKD)
NCOA3	6	Dialysis, Chronic_Renal_Insufficiency, Diabetes (hemodialysis, Chronic kidney disease, diabetic kidney disease)
AIB1	6	Dialysis, Chronic_Renal_Insufficiency, Diabetes (hemodialysis, Chronic kidney disease, diabetic kidney disease)
BHLHE42	6	Dialysis, Chronic_Renal_Insufficiency, Diabetes (hemodialysis, Chronic kidney disease, diabetic kidney disease)
NDNF	6	Dialysis, Glomerulonephritis, Diabetes (hemodialysis, lupus nephritis, diabetic kidney disease, FSGS + COLL)
UNQ2748/PRO6487	6	Dialysis, Glomerulonephritis, Diabetes (hemodialysis, lupus nephritis, diabetic kidney disease, FSGS + COLL)
UNQ2748	6	Dialysis, Glomerulonephritis, Diabetes (hemodialysis, lupus nephritis, diabetic kidney disease, FSGS + COLL)
NDUFB8	6	Dialysis, Chronic_Renal_Insufficiency, Polycystic_Kidney_Disease, Diabetes (hemodialysis, End-stage renal failure, Autosomal Dominant Polycystic kidney disease, diabetic kidney disease)
NENF	6	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
CIR2	6	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
SPUF	6	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
NES	6	Dialysis, Diabetes, Glomerulonephritis, Puromycin_induced (hemodialysis, diabetic kidney disease, FSGS + COLL, Diabetic Nephropathy, Puromycin nephropathy model, type 2 diabetic nephropathy)
NFE2L3	6	Diabetes, Chronic_Renal_Insufficiency (diabetic nephropathy, diabetic kidney disease, CKD)
NRF3	6	Diabetes, Chronic_Renal_Insufficiency (diabetic nephropathy, diabetic kidney disease, CKD)
NFIL3	6	Dialysis, AKI, Glomerulonephritis, remnant_kidney_model (hemodialysis, AKI, lupus nephritis, remnant kidney model)
E4BP4	6	Dialysis, AKI, Glomerulonephritis, remnant_kidney_model (hemodialysis, AKI, lupus nephritis, remnant kidney model)
IL3BP1	6	Dialysis, AKI, Glomerulonephritis, remnant_kidney_model (hemodialysis, AKI, lupus nephritis, remnant kidney model)
NIPAL1	6	AKI, Polycystic_Kidney_Disease (AKI, Autosomal Dominant Polycystic kidney disease)
