CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)	EdgeCase_EVS	OEratio%tile_EVS	RVIS_ExAC_0.1%(AnyPopn)	%RVIS_ExAC_0.1%(AnyPopn)	RVIS_ExAC_0.01%	%RVIS_ExAC_0.01%
KDM4C	KDM4C	KDM4C	KDM4C	KDM4C	-1.15169558	6.939341004	N	25.77692122	-0.782833459	12.62574544	-0.998051193	8.63201012
PTPRD	PTPRD	PTPRD	PTPRD	PTPRD	-3.453585433	0.469851214	N	15.7552397	-3.052199581	0.56623095	-3.086634792	0.560207216
LURAP1L	LURAP1L	LURAP1L	LURAP1L	LURAP1L	0.224552527	65.03222697	N	76.31895929	0.250583994	67.98385639	0.435982334	76.59177158
NFIB	NFIB	NFIB	NFIB	NFIB	-0.807172417	12.71610144	Y	5.631173211	-0.579393128	19.09523523	-0.62741123	17.17366424
ZDHHC21	ZDHHC21	ZDHHC21	ZDHHC21	ZDHHC21	-0.41509433	25.37798928	Y	13.33413635	-0.510059643	21.67339317	-0.549409121	19.86627312
CER1	CER1	CER1	CER1	CER1	-0.498663579	21.84808144	N	28.51120212	-0.358734172	28.66694777	-0.496763602	21.92638998
TTC39B	TTC39B	TTC39B	TTC39B	TTC39B	-0.227972166	35.29907837	N	35.14213443	-0.155169523	41.02764894	0.169444081	62.24926209
SNAPC3	SNAPC3	SNAPC3	SNAPC3	SNAPC3	0.127391202	59.32775134	N	31.23343773	0.26283726	68.64044335	-0.032674449	48.32841395
PSIP1	PSIP1	PSIP1	PSIP1	PSIP1	-0.954010846	9.716282152	N	55.52878824	-0.608736032	17.93867839	-0.817226811	12.05349075
CCDC171	CCDC171	CCDC171	CCDC171	CCDC171	-0.350499503	28.68501897	N	84.44953023	-0.12406255	43.015481	0.162229325	61.80350581
BNC2	BNC2	BNC2	BNC2	BNC2	-0.901718393	10.69815071	N	59.21464707	-0.490799692	22.48659719	-1.242446611	5.529787362
SH3GL2	SH3GL2	SH3GL2	SH3GL2	SH3GL2	-0.353394131	28.50430697	N	12.12358468	-0.413395538	25.79965062	-0.588410106	18.55309921
ADAMTSL1	ADAMTSL1	ADAMTSL1	ADAMTSL1	ADAMTSL1	1.947371046	98.12059514	N	52.13201638	1.007172358	91.15715921	1.281115442	94.71116198
FAM154A	FAM154A	FAM154A	FAM154A	FAM154A	1.627822764	96.97006204	N	74.75909419	1.552204988	96.40985483	1.037858673	92.21131257
RRAGA	RRAGA	RRAGA	RRAGA	RRAGA	-0.430090146	24.81175833	Y	3.077571669	-0.43992253	24.61297512	-0.392102709	26.62490211
HAUS6	HAUS6	HAUS6	HAUS6	HAUS6	1.736112309	97.36762846	N	82.46807998	2.047937154	98.22299861	2.328435094	98.7952533
PLIN2	PLIN2	PLIN2	PLIN2	PLIN2	-0.096132744	43.63592555	N	52.48735245	-0.055686812	48.08144088	-0.460371511	23.47448949
DENND4C	DENND4C	DENND4C	DENND4C	DENND4C	-0.856973299	11.61375821	N	Unassessed	-0.731846845	13.95699054	-1.371989519	4.463586531
RPS6	RPS6	RPS6	RPS6	RPS6	-0.439149742	24.32985965	Y	4.432666827	-0.357527114	28.76332751	-0.3778061	27.36582134
SLC24A2	SLC24A2	SLC24A2	SLC24A2	SLC24A2	-0.729853193	14.61960123	N	18.85690195	-0.541417383	20.35419553	-0.937497832	9.78254322
MLLT3	MLLT3	MLLT3	MLLT3	MLLT3	-0.771868657	13.47509186	N	39.68923151	-0.98153823	8.638033853	-0.862725335	11.13185953
IFNB1	IFNB1	IFNB1	IFNB1	IFNB1	0.394660173	73.8449491	N	56.05275837	0.348054216	72.83296187	0.47628998	78.06758629
IFNW1	IFNW1	IFNW1	IFNW1	IFNW1	0.814541962	87.62725137	N	93.44133944	0.838314343	88.22962472	1.048956093	92.41611951
IFNA21	IFNA21	IFNA21	IFNA21	IFNA21	0.650526106	83.45882778	N	75.87930619	1.046331878	91.65712909	0.740196816	86.392386
IFNA4	IFNA4	IFNA4	IFNA4	IFNA4	1.167605555	93.25341847	N	79.57118767	1.393052308	95.33763026	1.238803416	94.27142943
IFNA10	IFNA10	IFNA10	IFNA10	IFNA10	1.215712133	93.91000542	N	94.95302337	1.219281432	93.81362569	1.221235037	94.13288356
IFNA17	IFNA17	IFNA17	IFNA17	IFNA17	1.199152107	93.75338835	N	97.25367381	1.205412733	93.64496115	0.879954421	89.50665623
IFNA14	IFNA14	IFNA14	IFNA14	IFNA14	0.277190566	67.94771399	N	85.26860997	0.166981549	62.97211011	0.302726792	70.08613939
IFNA5	IFNA5	IFNA5	IFNA5	IFNA5	0.521808635	79.20607192	N	99.73500361	0.458180741	77.54954521	0.196136571	63.91783627
KLHL9	KLHL9	KLHL9	KLHL9	KLHL9	-0.797487463	12.93295585	N	34.96145507	-0.519005017	21.30594542	-0.972585154	9.065718933
IFNA6	IFNA6	IFNA6	IFNA6	IFNA6	0.448081488	76.17613397	Y	42.36328596	0.437784452	76.70019878	0.32093864	71.10415035
IFNA13	IFNA13	IFNA13	IFNA13	IFNA13	0.207378294	64.22504668	Y	9.551915201	0.225272273	66.62249262	0.20850686	64.61658936
IFNA2	IFNA2	IFNA2	IFNA2	IFNA2	0.439802549	75.83278116	N	96.99470007	0.56218268	81.14571411	0.421688162	75.92916089
IFNA8	IFNA8	IFNA8	IFNA8	IFNA8	0.052263549	54.02084212	Y	91.14068899	0.057662282	56.07493524	0.227989805	65.73700379
IFNA1	IFNA1	IFNA1	IFNA1	IFNA1	0.207378294	64.22504668	Y	83.69067695	0.225272273	66.62249262	0.31705733	70.92343835
MTAP	MTAP	MTAP	MTAP	MTAP	-0.527248925	20.6192398	N	21.57311491	-0.165006514	40.37106198	-0.318013498	30.25721342
CDKN2A	CDKN2A	CDKN2A	CDKN2A	CDKN2A	0.921389357	89.56086983	N	98.7593351	0.886446115	89.10306608	0.846789899	88.78983194
CDKN2B	CDKN2B	CDKN2B	CDKN2B	CDKN2B	-0.133616959	41.01560147	Y	98.68104071	-0.011670182	51.08126017	-0.067107871	45.82254081
DMRTA1	DMRTA1	DMRTA1	DMRTA1	DMRTA1	0.20111718	63.94795494	Unassessed	Unassessed	0.283233824	69.76688151	0.819468571	88.19348232
ELAVL2	ELAVL2	ELAVL2	ELAVL2	ELAVL2	-0.73266078	14.57141136	Y	2.6680318	-0.779659299	12.74622011	-0.665760848	15.8725378
CAAP1	CAAP1	CAAP1	CAAP1	CAAP1	0.11239832	58.23745557	N	91.20091544	0.070319533	56.90621047	-0.092464939	44.3286549
LRRC19	LRRC19	LRRC19	LRRC19	LRRC19	0.775325895	86.71766761	N	68.95928692	0.242440738	67.48388651	0.526319934	79.88073008
TEK	TEK	TEK	TEK	TEK	-1.139472388	7.132100476	N	19.66995905	-0.697189601	15.01716764	-1.317838273	4.909342811
MOB3B	MOB3B	MOB3B	MOB3B	MOB3B	-0.314967915	30.50418649	Y	80.94435076	-0.122199155	43.20824047	-0.260804866	33.57629058
IFNK	IFNK	IFNK	IFNK	IFNK	0.777677354	86.78392868	N	14.53866538	0.631113714	83.27209204	0.894247739	89.76567677
C9orf72	C9orf72	C9orf72	C9orf72	C9orf72	-0.631907025	17.33028131	N	44.28450976	-0.64300045	16.68574182	-0.925129464	10.02951629
LINGO2	LINGO2	LINGO2	LINGO2	LINGO2	-1.285977171	5.547858563	N	57.50421585	-0.796746235	12.20408409	-0.998597352	8.625986386
ACO1	ACO1	ACO1	ACO1	ACO1	-1.393010002	4.584061201	N	61.7923392	-1.138123544	6.499608457	-0.996678428	8.662128787
DDX58	DDX58	DDX58	DDX58	DDX58	-0.258121726	33.60038552	N	75.11443026	-0.439434686	24.63104632	-0.25890536	33.70278899
TOPORS	TOPORS	TOPORS	TOPORS	TOPORS	-1.005423198	8.927173062	N	45.9046013	-0.633572076	17.05318957	-0.911523592	10.2644419
NDUFB6	NDUFB6	NDUFB6	NDUFB6	NDUFB6	0.308906669	69.69459671	Y	89.50855216	0.403925412	75.41111981	0.36124588	73.20643335
TMEM215	TMEM215	TMEM215	TMEM215	TMEM215	0.220804473	64.8575387	Y	57.05854011	0.465114159	77.83266068	0.421035009	75.89904223
APTX	APTX	APTX	APTX	APTX	-0.366984366	27.87783868	N	51.76463503	0.104179457	59.12896813	-0.024222042	48.93681104
DNAJA1	DNAJA1	DNAJA1	DNAJA1	DNAJA1	-0.699544714	15.53520872	N	25.6263551	-0.751925258	13.47509186	-0.743112375	13.87868201
SMU1	SMU1	SMU1	SMU1	SMU1	-0.471484322	22.90223481	Y	2.613827993	-0.3432584	29.63074514	-0.431103351	24.75152099
B4GALT1	B4GALT1	B4GALT1	B4GALT1	B4GALT1	-0.160016487	39.27474249	N	39.53264274	-0.247802411	35.13041383	-0.26341318	33.40762605
SPINK4	SPINK4	SPINK4	SPINK4	SPINK4	0.363111379	72.36913439	N	74.68682245	0.404329578	75.44123848	0.400900515	75.17017047
CHMP5	CHMP5	CHMP5	CHMP5	CHMP5	-0.413532501	25.52255888	Y	36.06962178	-0.294725493	32.67875429	-0.485052782	22.45045479
NFX1	NFX1	NFX1	NFX1	NFX1	-0.669107475	16.27010421	N	47.16935678	0.008003926	52.50888501	-0.286223696	32.10649961
AQP7	AQP7	AQP7	AQP7	AQP7	3.522473521	99.60243359	N	39.60491448	4.06642711	99.72290826	3.651603731	99.65664719
AQP3	AQP3	AQP3	AQP3	AQP3	-0.695015038	15.66773086	Y	6.793543724	-0.530457678	20.92042648	-0.53315705	20.52286007
NOL6	NOL6	NOL6	NOL6	NOL6	0.947961023	90.14517198	N	88.14141171	0.385720569	74.45936992	0.87144111	89.33799169
PRSS3	PRSS3	PRSS3	PRSS3	PRSS3	0.628652337	82.86247816	Y	48.00048181	0.768977161	86.80802361	0.862391168	89.11511355
UBE2R2	UBE2R2	UBE2R2	UBE2R2	UBE2R2	-0.293099409	31.57038733	Y	9.124307396	-0.238857078	35.67857358	-0.274449235	32.79922896
UBAP2	UBAP2	UBAP2	UBAP2	UBAP2	0.424954918	75.18824167	N	60.65405926	0.814800024	87.75374977	1.384356547	95.46412867
DCAF12	DCAF12	DCAF12	DCAF12	DCAF12	-0.044896789	47.11764352	N	55.90821489	-0.061411329	47.65977953	-0.023569626	48.97295344
UBAP1	UBAP1	UBAP1	UBAP1	UBAP1	-0.586763783	18.84826215	N	44.21223801	-0.428872017	25.10692127	-0.545520877	19.96265285
KIF24	KIF24	KIF24	KIF24	KIF24	0.369192455	72.61610746	N	83.06432185	0.467720626	77.96518282	0.737532076	86.30805373
NUDT2	NUDT2	NUDT2	NUDT2	NUDT2	0.132085628	59.67712788	Y	39.05685377	-0.010461428	51.20173484	0.051850638	54.56297813
C9orf24	C9orf24	C9orf24	C9orf24	C9orf24	0.536799905	79.75423167	Y	83.27511443	0.256710508	68.27901934	0.364474898	73.39919282
FAM219A	FAM219A	FAM219A	FAM219A	FAM219A	-0.041769009	47.29233179	Y	1.120211997	-0.156060218	40.99150654	-0.22050048	36.28094693
DNAI1	DNAI1	DNAI1	DNAI1	DNAI1	0.283742741	68.309138	N	80.45049386	0.322013198	71.64026263	0.588692563	82.04927414
CNTFR	CNTFR	CNTFR	CNTFR	CNTFR	-0.73266078	14.57141136	N	17.52589737	-0.648325126	16.52912475	-0.448658953	23.9804831
RPP25L	RPP25L	RPP25L	RPP25L	RPP25L	-0.322465662	30.10662008	Y	50.73476271	-0.349789606	29.21510752	-0.290701311	31.9257876
DCTN3	DCTN3	DCTN3	DCTN3	DCTN3	0.30812351	69.63435938	Y	74.40978078	0.099261866	58.88801879	0.057693065	55.02680561
SIGMAR1	SIGMAR1	SIGMAR1	SIGMAR1	SIGMAR1	-0.136583908	40.83488946	Y	62.1536979	-0.017797617	50.61743268	-0.104151336	43.61183061
GALT	GALT	GALT	GALT	GALT	-0.457269498	23.52870309	N	20.4107444	-0.192739336	38.44346726	0.084978002	56.8760918
IL11RA	IL11RA	IL11RA	IL11RA	IL11RA	0.023516778	51.99686766	N	39.64105035	0.483492759	78.5193663	0.423612239	76.03156436
CCL27	CCL27	CCL27	CCL27	CCL27	0.23064893	65.41172219	Y	87.22596965	0.162064829	62.77332691	0.276096637	68.59827721
CCL19	CCL19	CCL19	CCL19	CCL19	0.136616365	59.93614842	Y	95.80221633	0.079671588	57.67724836	0.153252545	61.23727486
CCL21	CCL21	CCL21	CCL21	CCL21	0.00790361	50.91259563	Y	11.06962178	-0.245790356	35.2870309	-0.065150915	45.99722908
C9orf131	C9orf131	C9orf131	C9orf131	C9orf131	0.771897873	86.62128787	N	97.2657191	0.801332113	87.51280043	-0.002837948	50.47888681
VCP	VCP	VCP	VCP	VCP	-1.113506842	7.475453286	Y	0.716694772	-0.83593136	11.42099874	-1.024581853	8.234443708
FANCG	FANCG	FANCG	FANCG	FANCG	0.858735948	88.54285886	N	82.58251024	0.717213629	85.57315824	0.056358314	54.87018854
PIGO	PIGO	PIGO	PIGO	PIGO	-1.570059002	3.547979037	N	46.41652614	-1.451808788	3.849165713	-1.940715211	1.987832058
STOML2	STOML2	STOML2	STOML2	STOML2	-0.394787961	26.55864105	Y	9.612141653	-0.185403458	39.02776941	-0.301761289	31.25112945
FAM214B	FAM214B	FAM214B	FAM214B	FAM214B	0.31248874	69.89337992	N	81.34786798	0.290167066	70.13432926	0.610164137	82.76007469
UNC13B	UNC13B	UNC13B	UNC13B	UNC13B	-1.300967906	5.391241491	N	78.86051554	-1.46368184	3.764833444	-0.687386403	15.20390338
TESK1	TESK1	TESK1	TESK1	TESK1	-0.435559937	24.50454792	N	44.71814021	-0.733941036	13.90277694	-0.237431563	35.07620023
CD72	CD72	CD72	CD72	CD72	0.290000068	68.71875188	N	47.20549265	0.132718561	61.11680019	-0.022264801	49.06933317
SIT1	SIT1	SIT1	SIT1	SIT1	0.292348897	68.80308415	N	62.24403758	0.127398266	60.83970845	0.128546574	59.73736522
CCDC107	CCDC107	CCDC107	CCDC107	CCDC107	0.67379547	84.1455334	N	79.14960251	0.457776871	77.53147401	0.482130587	78.30853563
C9orf100	ARHGEF39	ARHGEF39	ARHGEF39	ARHGEF39	0.615841947	82.44081682	N	Unassessed	0.277913707	69.50183724	0.536079246	80.23613035
CA9	CA9	CA9	CA9	CA9	-0.200007109	36.88332028	N	86.03950855	0.296294173	70.411421	-0.329727121	29.72712487
TPM2	TPM2	TPM2	TPM2	TPM2	-0.62878326	17.42666104	Y	1.493615996	-0.606322947	18.05915306	-0.687858696	15.19787965
CREB3	CREB3	CREB3	CREB3	CREB3	0.412616672	74.64610566	N	62.63550952	0.021384088	53.34016023	0.573121407	81.55532799
GBA2	GBA2	GBA2	GBA2	GBA2	-0.44853543	23.90217457	N	79.67357263	-0.861574362	10.82464912	-0.763965077	13.35461719
NPR2	NPR2	NPR2	NPR2	NPR2	-1.676726472	3.005843022	N	21.27198265	-1.469353962	3.698572375	-1.755339435	2.596229143
SPAG8	SPAG8	SPAG8	SPAG8	SPAG8	0.343257305	71.38124209	N	90.09274874	0.585881159	81.85049093	0.490551034	78.59165111
HINT2	HINT2	HINT2	HINT2	HINT2	0.102718516	57.51460755	Y	77.59576006	-0.121393888	43.31666767	0.144146825	60.65899645
TMEM8B	TMEM8B	TMEM8B	TMEM8B	TMEM8B	-0.339963128	29.20306006	N	54.50493857	-0.173550936	39.75664117	-0.37587511	27.46822481
OR2S2	OR2S2	OR2S2	OR2S2	OR2S2	1.596426297	96.81946871	N	91.2490966	2.033153238	98.17480875	1.596967066	96.81946871
RECK	RECK	RECK	RECK	RECK	-0.464309927	23.16125535	N	40.13490725	-0.308104711	31.79326547	-0.476004133	22.7757364
GLIPR2	GLIPR2	GLIPR2	GLIPR2	GLIPR2	0.151608757	60.91801699	Y	74.86147916	0.140861549	61.58665141	0.430141639	76.31467984
CCIN	CCIN	CCIN	CCIN	CCIN	0.338727007	71.15234022	N	36.08166707	0.233089427	67.0140353	0.172053353	62.42395036
CLTA	CLTA	CLTA	CLTA	CLTA	-0.22390157	35.60628878	Y	90.67092267	-0.177262496	39.55785796	-0.17500415	38.90127101
GNE	GNE	GNE	GNE	GNE	-1.178339527	6.722486597	N	26.07805348	-0.969281731	8.842840793	-1.222864276	5.716523101
RNF38	RNF38	RNF38	RNF38	RNF38	-1.196302896	6.571893259	Y	3.107684895	-1.036606323	7.836877297	-0.994030974	8.740437323
MELK	MELK	MELK	MELK	MELK	-0.325752194	29.90181314	N	23.99421826	-0.417020452	25.61893862	-0.185441459	38.34708752
PAX5	PAX5	PAX5	PAX5	PAX5	0.15004375	60.79151858	N	6.618887015	0.188184534	64.39973496	0.25723178	67.45376785
ZCCHC7	ZCCHC7	ZCCHC7	ZCCHC7	ZCCHC7	1.34644871	95.11475212	N	77.4813298	1.215639227	93.76543582	0.213010605	64.8756099
GRHPR	GRHPR	GRHPR	GRHPR	GRHPR	0.04163831	53.32208903	N	20.53721995	-0.206605751	37.52183603	0.503572189	79.09162099
ZBTB5	ZBTB5	ZBTB5	ZBTB5	ZBTB5	-0.78702425	13.14981025	N	23.13900265	-0.67927939	15.49906632	-0.797087985	12.54141317
POLR1E	POLR1E	POLR1E	POLR1E	POLR1E	0.271095076	67.59231372	N	51.45145748	0.255500885	68.2007108	0.462612915	77.55556894
FRMPD1	FRMPD1	FRMPD1	FRMPD1	FRMPD1	1.32563433	94.96415879	N	66.37557215	1.162876039	93.0787302	0.901367735	89.8801277
DCAF10	DCAF10	DCAF10	DCAF10	DCAF10	-0.2946616	31.49810252	Y	26.74054445	-0.322860785	30.85356304	-0.338805638	29.31148726
SLC25A51	SLC25A51	SLC25A51	SLC25A51	SLC25A51	-0.07488405	45.20811999	Y	47.30787762	-0.052463947	48.33443768	0.073945808	56.15926751
ALDH1B1	ALDH1B1	ALDH1B1	ALDH1B1	ALDH1B1	0.020388577	51.69568098	N	51.95735967	0.446811902	77.06162279	-0.24784172	34.47382688
PGM5	PGM5	PGM5	PGM5	PGM5	0.416364742	74.81477019	N	40.26740544	-0.193142052	38.40130113	0.153873066	61.279441
FAM122A	FAM122A	FAM122A	FAM122A	FAM122A	-0.274355376	32.63658816	Y	43.4232715	-0.260863868	34.47985061	-0.308257275	30.91380037
PIP5K1B	PIP5K1B	PIP5K1B	PIP5K1B	PIP5K1B	-0.288727202	31.84747907	N	48.20525175	-0.179275651	39.39521716	-0.264717565	33.35341245
PRKACG	PRKACG	PRKACG	PRKACG	PRKACG	-0.193913008	37.28691043	N	89.83377499	-0.186208851	38.95548461	-0.598165892	18.22179387
FXN	FXN	FXN	FXN	FXN	0.250954575	66.50804168	Y	76.22861961	0.355391472	73.20643335	0.523745318	79.77832661
TJP2	TJP2	TJP2	TJP2	TJP2	0.351223979	71.7607373	N	65.55649241	0.006392223	52.4004578	0.097912801	57.79772303
FAM189A2	FAM189A2	FAM189A2	FAM189A2	FAM189A2	0.588655902	81.56737546	N	95.88653337	-0.00022138	51.87639299	0.253315736	67.23691344
APBA1	APBA1	APBA1	APBA1	APBA1	-1.73469393	2.788988615	N	43.32088653	-2.043362444	1.632431781	-1.918538824	2.072164327
MAMDC2	MAMDC2	MAMDC2	MAMDC2	MAMDC2	0.751107358	86.09722306	N	64.93013732	0.495747627	78.98319378	1.040465737	92.27154991
SMC5	SMC5	SMC5	SMC5	SMC5	-0.660043479	16.52310102	N	81.70922669	-0.599713305	18.31214987	-0.951836259	9.43919041
KLF9	KLF9	KLF9	KLF9	KLF9	0.003373183	50.61743268	Y	52.81859793	0.058065376	56.13517258	-0.058003153	46.5032227
TRPM3	TRPM3	TRPM3	TRPM3	TRPM3	-1.84892501	2.397445937	N	31.13105276	-1.318034494	4.849105476	-0.9578119	9.336786941
TMEM2	TMEM2	TMEM2	TMEM2	TMEM2	-1.069682464	8.089874104	N	52.89086967	-1.412247369	4.078067586	-1.006508992	8.535630384
C9orf85	C9orf85	C9orf85	C9orf85	C9orf85	0.106466687	57.82181796	Y	48.54854252	0.18939466	64.50816216	-0.058003153	46.5032227
GDA	GDA	GDA	GDA	GDA	0.070222621	55.21956509	N	89.40616719	-0.269004679	33.93169086	-0.109369623	43.2684778
ZFAND5	ZFAND5	ZFAND5	ZFAND5	ZFAND5	0.012434057	51.2499247	Y	6.052758371	-0.024328009	50.25600867	-0.180847981	38.60008433
TMC1	TMC1	TMC1	TMC1	TMC1	-0.441655323	24.26359858	N	56.94410985	-0.382757241	27.2875128	-0.294642068	31.66676706
ALDH1A1	ALDH1A1	ALDH1A1	ALDH1A1	ALDH1A1	-0.263891066	33.27510391	N	48.18718381	-0.421133546	25.44425035	-0.349865865	28.67899524
ANXA1	ANXA1	ANXA1	ANXA1	ANXA1	-0.069732819	45.59966267	N	48.01854975	0.049116879	55.38220589	-0.264065353	33.36545991
RORB	RORB	RORB	RORB	RORB	-0.571611351	19.3422083	Y	18.18838834	-0.599791322	18.30612614	-0.719711378	14.40877056
TRPM6	TRPM6	TRPM6	TRPM6	TRPM6	-1.839305107	2.433588338	N	31.95615514	-0.732255908	13.93891934	-1.411665173	4.246732125
C9orf40	C9orf40	C9orf40	C9orf40	C9orf40	0.078664516	55.8520571	Unassessed	Unassessed	0.03113837	54.10517439	-0.009897833	50.07529667
C9orf41	C9orf41	C9orf41	C9orf41	C9orf41	-0.653620125	16.70381302	Y	36.40688991	-0.495790994	22.34805132	-0.494156211	22.01072225
NMRK1	NMRK1	NMRK1	NMRK1	NMRK1	0.369823472	72.65224986	N	95.33847266	0.45858474	77.57966388	0.452889157	77.1158364
OSTF1	OSTF1	OSTF1	OSTF1	OSTF1	0.031957772	52.65947834	Y	7.86557456	-0.135663006	42.33479911	0.088893391	57.14715981
PCSK5	PCSK5	PCSK5	PCSK5	PCSK5	0.054425874	54.14131679	N	13.67140448	0.699080722	85.0611409	0.023768611	52.62333594
GCNT1	GCNT1	GCNT1	GCNT1	GCNT1	-0.478357183	22.6130956	N	49.78318477	-0.296737577	32.41973375	-0.466215108	23.20944521
VPS13A	VPS13A	VPS13A	VPS13A	VPS13A	-3.136544373	0.614420818	N	46.78993014	-4.159270136	0.180712005	-3.806517402	0.289139208
GNA14	GNA14	GNA14	GNA14	GNA14	0.21767458	64.68285043	N	18.4895206	-0.096883001	45.07559786	-0.141874313	41.08186254
GNAQ	GNAQ	GNAQ	GNAQ	GNAQ	-0.302159211	31.13667851	Y	3.330522766	-0.287792225	33.0401783	-0.260152881	33.64255165
PSAT1	PSAT1	PSAT1	PSAT1	PSAT1	-0.144240912	40.36503825	N	93.33895447	-0.144609663	41.66014096	0.099925505	57.96638757
TLE1	TLE1	TLE1	TLE1	TLE1	-1.3198805	5.228600687	N	9.262828234	-1.12916522	6.577916993	-1.116262647	6.963435938
RASEF	RASEF	RASEF	RASEF	RASEF	-0.110505868	42.45527378	N	84.1785112	0.28855514	70.07409192	0.125905771	59.53858201
UBQLN1	UBQLN1	UBQLN1	UBQLN1	UBQLN1	-0.676269289	16.11951087	N	33.85328836	-0.552464056	19.98674779	-0.458414988	23.55279802
KIF27	KIF27	KIF27	KIF27	KIF27	0.51383305	78.89283778	N	72.54276078	0.5329268	80.21203542	0.868189077	89.27173062
C9orf64	C9orf64	C9orf64	C9orf64	C9orf64	0.11614653	58.54466598	N	96.13948446	0.249777248	67.92361906	0.031030414	53.08113969
HNRNPK	HNRNPK	HNRNPK	HNRNPK	HNRNPK	-0.822950465	12.31251129	Y	2.330763671	-0.682590549	15.42075779	-0.665109289	15.89663273
RMI1	RMI1	RMI1	RMI1	RMI1	0.001647051	50.49093428	N	54.70368586	0.206162368	65.53822059	0.220158172	65.26112885
SLC28A3	SLC28A3	SLC28A3	SLC28A3	SLC28A3	0.329666536	70.70056021	N	43.08600337	0.446811902	77.06162279	0.403445332	75.25450274
NTRK2	NTRK2	NTRK2	NTRK2	NTRK2	-1.186619248	6.638154328	N	4.9626596	-1.107555828	6.794771399	-1.013545981	8.40913198
AGTPBP1	AGTPBP1	AGTPBP1	AGTPBP1	AGTPBP1	-1.133366258	7.222456479	N	42.27294628	-0.785707781	12.57153184	-1.260606886	5.367146557
NAA35	NAA35	NAA35	NAA35	NAA35	-0.198443256	36.99174749	N	34.09419417	0.117642806	60.04457563	-0.048274428	47.21402325
CTSL1	CTSL1	CTSL	CTSL	CTSL	-0.011000039	49.51508945	N	56.4562756	-0.123004551	43.11788446	0.094083107	57.52665502
FAM75E1	SPATA31E1	SPATA31E1	SPATA31E1	SPATA31E1	2.415711317	99.02415517	N	Unassessed	3.194069828	99.48798265	2.47112702	98.96994157
CDK20	CDK20	CDK20	CDK20	CDK20	0.168002417	61.78543461	N	16.44784389	0.386829598	74.52563099	-0.080126778	45.08162159
NXNL2	NXNL2	NXNL2	NXNL2	NXNL2	0.288601047	68.63441961	Y	97.06697181	0.210598173	65.9177158	0.222148342	65.43581712
S1PR3	S1PR3	S1PR3	S1PR3	S1PR3	-0.157049854	39.42533582	N	24.64466394	-0.110346514	43.94915969	-0.00927448	50.09336787
SHC3	SHC3	SHC3	SHC3	SHC3	-0.776398904	13.40883079	N	18.70031318	-0.415005461	25.68519969	-0.529920535	20.62526354
CKS2	CKS2	CKS2	CKS2	CKS2	-0.003341473	50.18372387	Y	24.77716213	0.003808124	52.2739594	-0.001445268	50.68369375
SECISBP2	SECISBP2	SECISBP2	SECISBP2	SECISBP2	-1.043074451	8.397084513	N	49.80727536	-0.488776761	22.649238	-0.827023914	11.90289742
SEMA4D	SEMA4D	SEMA4D	SEMA4D	SEMA4D	-0.348574689	28.78742244	N	56.17923392	-0.110266	43.95518342	-0.241381603	34.90753569
GADD45G	GADD45G	GADD45G	GADD45G	GADD45G	0.276574307	67.90554786	Y	9.533847266	0.15553493	62.3576893	0.199400737	64.18890428
DIRAS2	DIRAS2	DIRAS2	DIRAS2	DIRAS2	-0.289350514	31.80531293	Y	6.522524693	-0.190726534	38.75067767	-0.259500934	33.68471779
SYK	SYK	SYK	SYK	SYK	-0.604103408	18.23384133	N	4.745844375	-0.484741205	22.73357027	-0.539025325	20.22769713
AUH	AUH	AUH	AUH	AUH	0.187689376	63.06848985	Y	53.59551915	-0.21926444	36.75079814	-0.044360099	47.49111499
NFIL3	NFIL3	NFIL3	NFIL3	NFIL3	-0.445241967	24.04072044	N	17.22476512	-0.269004679	33.93169086	-0.543564544	20.04096139
ROR2	ROR2	ROR2	ROR2	ROR2	0.259375101	66.95379796	N	54.39050831	0.807467215	87.63929884	0.902643679	89.92831757
SPTLC1	SPTLC1	SPTLC1	SPTLC1	SPTLC1	-0.532560312	20.46864647	N	56.36593592	-0.428469362	25.1310162	-0.397318473	26.38395277
IARS	IARS	IARS	IARS	IARS	-1.1840271	6.680320463	N	49.98795471	-1.425297009	3.993735317	-1.051347963	7.806758629
OGN	OGN	OGN	OGN	OGN	-0.56708159	19.4687067	Y	45.6516502	-0.378326933	27.51641467	-0.401206409	26.20324077
OMD	OMD	OMD	OMD	OMD	0.330611299	70.76682128	N	81.01059986	0.519369968	79.79037407	0.4730243	77.93506415
ECM2	ECM2	ECM2	ECM2	ECM2	0.391366327	73.66423709	N	81.72127198	0.149488246	62.02036022	0.690095783	85.01295103
IPPK	IPPK	IPPK	IPPK	IPPK	0.019768485	51.63544365	N	35.28065526	0.435362703	76.56165291	0.083020502	56.6953798
BICD2	BICD2	BICD2	BICD2	BICD2	-1.067128026	8.113969038	N	32.82943869	-0.598904289	18.36033974	-0.655411822	16.22191434
SUSD3	SUSD3	SUSD3	SUSD3	SUSD3	0.987625312	90.8499488	N	78.48108889	0.679244377	84.57924221	0.800639992	87.84410578
C9orf89	C9orf89	C9orf89	C9orf89	C9orf89	0.476666067	77.23631107	N	61.54541074	0.244054168	67.61640865	0.359286496	73.12812481
