Gene_Name	GWAS_hits	GWAS_max_P_VALUE	GWAS_min_P_VALUE	GWAS_max_OR	GWAS_min_OR	GWAS_tissue_trait_flag
DLX5	2.0	1e-08	7e-10	1.0869565	0.0328463	1
TMEM92	2.0	1e-09	4e-18	0.0338367	0.033097900000000006	1
DLL4	2.0	5e-09	9e-11	5.836	0.029138473999999998	1
DLGAP1	2.0	6e-09	5e-11	0.1727	0.04	1
DPYSL5	2.0	3e-11	2e-12	0.0189	0.00039760000000000007	1
DKKL1	2.0	5e-09	6e-15	1.11	1.11	1
TMPRSS2	2.0	3e-08	2e-09	1.06	1.06	1
TMEM189-UBE2V1	2.0	3e-16	1e-18	0.03810006	0.03256049	1
DUSP5	2.0	3e-08	1e-08	0.0472	0.02632	1
TNFSF12-TNFSF13	2.0	3e-69	3e-76	0.08939	0.08509	1
DUXA	2.0	7e-14	2e-17	1.341	1.34	1
EGR1	2.0	2e-09	1e-09	1.0604453999999999	1.06	1
DCAF4	2.0	3e-08	1e-08	0.15	0.15	1
FAM86A	2.0	4e-08	1e-08	2.14	1.87	1
EXOG	2.0	1e-14	3e-23	4.33	0.44	1
EGR2	2.0	3e-11	4e-17	1.66	1.37	1
TAGLN2	2.0	2e-11	6e-17	0.03053915	0.02413371	1
TPMT	2.0	9e-61	1e-72	7.69	2.2	1
EFNA5	2.0	1e-08	1e-08	0.040999999999999995	0.026278006	1
TANC2	2.0	2e-08	9e-09	1.5384616000000002	0.02258831	1
TDRD3	2.0	1e-10	3e-16	0.18	0.17	1
DNASE2	2.0	6e-09	4e-32	0.1143	0.02318841	1
EXOSC9	2.0	6e-18	9e-21	0.03376425	0.03129383	1
TAL1	2.0	2e-08	2e-25	0.03677282	0.017	1
TANC1	2.0	2e-09	5e-11	0.37	0.0205898	1
EXT1	2.0	9e-09	4e-16	5.756	0.04662	1
EXOC6	2.0	1e-09	1e-10	0.0353	0.02743	1
TPPP	2.0	2e-08	3e-09	1.3303	1.2	1
DCAF12	2.0	2e-09	8e-10	0.03281134	0.03189868	1
TRA2B	2.0	1e-09	1e-16	2.2	0.04	1
EHF	2.0	1e-09	2e-10	0.0368406	0.02684	1
TACR3	2.0	3e-08	5e-13	0.053	0.05	1
TLL1	2.0	3e-08	3e-09	2.37	2.37	1
EIF2B5	2.0	3e-09	4e-38	0.07372426	0.02453471	1
DAGLA	2.0	1e-08	3e-09	0.02	0.01	1
TJP1	2.0	3e-11	6e-12	3.91	0.14	1
TACR1	2.0	4e-09	3e-09	2.72	2.72	1
TRAIP	2.0	2e-11	1e-208	1.08	0.02149765	1
EXD3	2.0	7e-09	2e-12	1.07	0.039	1
TEF	2.0	2e-09	2e-10	1.0965022	0.02548559	1
CYP8B1	2.0	8e-38	4e-65	0.06222757	0.04686022	1
TIPARP	2.0	5e-11	6e-51	2.22	1.59	1
TEK	2.0	4e-21	1e-22	0.9243	0.56	1
DCLRE1B	2.0	5e-11	2e-15	1.196	1.04	1
DCP1A	2.0	4e-08	3e-08	4.9	4.9	1
TNIK	2.0	8e-09	1e-11	1.19	0.02177354	1
TMEM116	2.0	6e-09	4e-15	0.34577718	0.03753322	1
DDX42	2.0	8e-10	2e-13	0.0348	0.0288	1
F3	2.0	4e-08	6e-52	10.4	0.244	1
TOM1	2.0	3e-08	2e-08	1.09	0.0214	1
TOLLIP	2.0	3e-11	1e-12	1.64	1.49	1
ECM1	2.0	5e-09	8e-102	1.0959999999999999	0.8493	1
DDX59	2.0	2e-08	4e-09	0.0325	0.0284	1
ABHD6	2.0	3e-14	5e-15	1.17	0.03046284	1
EFHD2	2.0	8e-09	2e-10	1.4472	1.3435	1
TNR	2.0	4e-08	2e-08	1.51	0.015760293	1
TMEM132C	2.0	4e-08	2e-18	0.509	0.23	1
TNP1	2.0	4e-09	2e-14	0.102	0.027999999999999997	1
TNNT3	2.0	3e-08	7e-31	0.25323248	0.25323248	1
DYNAP	2.0	6e-09	8e-10	1.031	0.018000000000000002	1
FAM227B	2.0	2e-09	6e-10	1.1236535	1.1155612	1
TOP2A	2.0	4e-08	1e-09	0.027000000000000003	0.0242	1
FAM47E	2.0	7e-11	1e-14	1.1148272	1.0869565	1
EDEM2	2.0	5e-17	7e-37	0.14	0.08	1
EDNRB	2.0	2e-14	1e-100	0.08	0.079	1
FAM58A	2.0	2e-09	1e-11	1.21	0.022000000000000002	1
EEF1G	2.0	4e-08	3e-08	0.0266	0.0253	1
TARDBP	2.0	9e-11	1e-20	2.2	1.33	1
TOX2	2.0	4e-09	5e-10	0.02462171	0.02290971	1
EFCAB5	2.0	3e-08	7e-18	0.034	0.03	1
TP53INP2	2.0	2e-09	2e-13	0.0074	0.0049	1
TM6SF2	2.0	8e-10	9e-14	1.72	0.06384	1
EZH2	2.0	4e-08	2e-18	0.036000000000000004	0.0244	1
EYS	2.0	3e-08	1e-09	1.0559661	0.05	1
DCT	2.0	1e-09	6e-68	0.055	0.048	1
TDGF1	2.0	6e-11	0.0	1.32	0.3454	1
EFHC1	2.0	2e-08	2e-16	1.27	0.05839813	1
TANGO2	2.0	1e-09	5e-12	0.096	0.02864601	1
DIAPH1	2.0	4e-10	6e-11	1.034	0.06435557	1
MTOR	2.0	1e-10	6e-18	0.16	0.022928	1
SUV420H1	2.0	1e-08	9e-10	0.185	0.1714	1
RAB27B	2.0	3e-08	8e-09	1.03	0.045	1
MIPEP	2.0	2e-12	2e-16	1.32	1.18	1
RAB5B	2.0	5e-12	9e-26	1.27	0.02494924	1
MKLN1	2.0	2e-12	1e-16	0.3328	0.331	1
RAB3C	2.0	3e-08	1e-08	1.05	1.03	1
MLN	2.0	4e-08	4e-90	0.47	0.002	1
MLPH	2.0	4e-08	3e-09	1.14	0.0230066	1
RAB32	2.0	4e-14	1e-22	1.3	1.27	1
MMP15	2.0	4e-08	4e-08	0.038	0.038	1
RABEP2	2.0	7e-09	1e-21	1.1	1.099	1
MMP3	2.0	1e-37	2e-44	0.7442	0.7442	1
MMP7	2.0	8e-12	6e-14	0.6681	0.038463	1
MMP8	2.0	2e-08	2e-11	1.12	1.1	1
MNS1	2.0	2e-13	2e-13	1.43	1.41	1
RAB11FIP5	2.0	5e-09	5e-09	0.42	0.42	1
RAB11FIP4	2.0	7e-09	4e-10	0.029182200000000002	0.0225987	1
RAB11FIP3	2.0	5e-10	9e-13	0.04795386	0.04164062	1
RAB7L1	2.0	4e-10	6e-12	1.117	0.02229253	1
MIER1	2.0	3e-13	6e-93	0.02917854	0.02917854	1
MOG	2.0	1e-09	1e-16	1.631	0.151	1
METAP1D	2.0	4e-08	1e-08	1.05	0.0096707	1
MEF2B	2.0	9e-09	1e-09	0.02698	0.02567	1
ALCAM	2.0	4e-08	3e-16	2.5813	0.31	1
ALAS1	2.0	4e-08	3e-08	1.4705882	1.0526316	1
MEIS2	2.0	1e-08	1e-08	0.0355	0.0355	1
RARRES2	2.0	3e-08	2e-10	0.0586	0.0475	1
MEOX2	2.0	2e-11	2e-17	0.0304873	0.0298954	1
MERTK	2.0	1e-08	1e-09	1.11	1.11	1
METTL10	2.0	1e-09	3e-17	1.11	0.123175	1
MICAL3	2.0	8e-13	1e-16	4.8	0.033	1
RAP1A	2.0	4e-08	2e-08	1.0649627000000002	0.05	1
METTL21A	2.0	9e-11	6e-16	0.391	0.284	1
RANBP9	2.0	8e-09	8e-13	1.05	1.04	1
RANBP3L	2.0	3e-09	5e-10	0.107	0.102	1
RALGPS1	2.0	9e-11	1e-17	0.13699999999999998	0.11699999999999999	1
MGAM	2.0	2e-15	2e-23	9.96	0.028999999999999998	1
RAD51C	2.0	3e-09	2e-09	1.21	0.1641	1
RAB10	2.0	4e-09	9e-13	0.03093029	0.02553421	1
R3HDM2	2.0	4e-08	5e-16	0.23	0.078	1
RASGEF1B	2.0	3e-11	3e-15	6.642	0.046	1
AKR1C1	2.0	2e-15	4e-23	0.39	0.036000000000000004	1
MS4A4E	2.0	2e-11	2e-14	1.11	0.0137	1
PTGFR	2.0	8e-09	2e-09	0.138	0.138	1
PTGDS	2.0	8e-16	1e-23	0.2	0.05	1
AKR1D1	2.0	2e-17	4e-20	0.038	0.028999999999999998	1
PTCD2	2.0	2e-10	3e-11	0.094	0.0878	1
PTBP1	2.0	5e-14	2e-18	0.03177468	0.02737278	1
PSORS1C2	2.0	6e-10	4e-10	0.25	0.23	1
MTF1	2.0	6e-09	3e-12	1.11	1.1	1
PTMA	2.0	3e-09	6e-13	0.03133607	0.02582399	1
ADH4	2.0	2e-15	3e-21	2.35	0.19	1
MTHFD1L	2.0	3e-08	2e-10	2.1	1.23	1
AKR1B1	2.0	9e-09	5e-15	0.82	0.82	1
AKR1A1	2.0	4e-12	1e-126	1.18	0.02543932	1
MTMR7	2.0	2e-08	3e-12	3.25	1.081081	1
MTPN	2.0	6e-09	4e-12	0.04707838	0.04012716	1
AKNA	2.0	2e-18	2e-34	0.04847	0.034	1
MRPS6	2.0	2e-09	4e-10	1.18	0.066	1
MRPS30	2.0	4e-08	2e-10	0.107	0.10400000000000001	1
MON1A	2.0	3e-08	4e-09	0.02653357	0.016	1
MPZL2	2.0	1e-08	3e-10	1.107537	1.0693133999999997	1
QSOX1	2.0	7e-19	1e-60	0.7	0.39	1
AKT1	2.0	4e-08	4e-08	1.1363636000000001	1.1235955	1
MPP1	2.0	4e-10	1e-11	0.9159	0.0745	1
PYGL	2.0	7e-09	7e-13	3.61	1.11	1
PXT1	2.0	4e-10	6e-21	1.11	0.03715279	1
MPV17L	2.0	2e-12	8e-13	1.28	0.0493	1
PXMP4	2.0	1e-14	8e-38	1.21	0.044000000000000004	1
PXDN	2.0	4e-08	1e-09	3.5	3.5	1
PTPDC1	2.0	4e-08	1e-09	0.069	0.02	1
PVRL3	2.0	4e-08	4e-44	0.078	0.077	1
PVR	2.0	1e-09	1e-17	0.06694429	0.03882636	1
PURG	2.0	1e-08	1e-09	5.692	0.018177994	1
MRPL23	2.0	5e-10	4e-10	1.0649627000000002	0.05	1
MRPL33	2.0	1e-15	2e-16	0.0222	0.0009176	1
PTPRN	2.0	4e-18	4e-19	0.13324660000000002	0.1295696	1
PTPRH	2.0	2e-08	5e-10	1.1363636000000001	0.10520619999999999	1
MEDAG	2.0	2e-08	2e-08	13.98	12.8	1
RASGRF2	2.0	8e-11	8e-14	0.0326959	0.0250959	1
MUC5B	2.0	2e-09	1e-66	2.89	2.89	1
LPO	2.0	1e-10	5e-18	0.27	0.1915609	1
LMF1	2.0	3e-09	9e-10	1.18	1.14	1
LMTK2	2.0	1e-09	4e-12	1.12	0.02817	1
RNF212	2.0	2e-12	3e-24	88.2	70.7	1
LNX1	2.0	2e-08	1e-08	1.24	1.24	1
LOX	2.0	6e-14	2e-14	0.1028	0.1004	1
LPGAT1	2.0	3e-08	3e-09	5.54	0.168	1
LPHN2	2.0	2e-08	8e-11	0.0057	0.0057	1
LRIG3	2.0	4e-08	5e-14	0.46	0.030969999999999998	1
LMAN2L	2.0	2e-10	4e-24	0.26	0.26	1
RNF10	2.0	3e-09	7e-69	0.06686965	0.027000000000000003	1
LRPPRC	2.0	4e-08	1e-10	0.1469	0.002	1
LRRC14	2.0	4e-09	1e-14	5.899	0.022603777999999998	1
LRRC2	2.0	4e-13	4e-145	1.1059999999999999	0.3631	1
LRRC25	2.0	1e-08	1e-27	1.1111111999999999	0.03952068	1
RNASE4	2.0	2e-38	9e-54	0.8064	0.45	1
LRRC36	2.0	2e-08	4e-09	0.0529	0.0529	1
LMCD1	2.0	2e-10	1e-11	1.32	1.3	1
LMAN2	2.0	1e-08	9e-10	1.035	0.02450671	1
LRRC4C	2.0	2e-44	9e-66	13.978	1.183432	1
LIG3	2.0	6e-12	6e-25	1.05	0.98	1
LGALS3	2.0	5e-16	2e-188	0.6296	0.185	1
LGALS9	2.0	2e-13	9e-17	1.137	0.21	1
LGI2	2.0	1e-10	1e-10	1.0548521999999998	1.05	1
LHB	2.0	2e-21	3e-50	0.68	0.43	1
LHCGR	2.0	2e-08	4e-09	1.35	0.013999999999999999	1
LHX2	2.0	2e-08	8e-92	0.085	0.07	1
RORB	2.0	4e-08	1e-11	6.797000000000001	0.096	1
LILRA5	2.0	3e-22	3e-111	0.54	0.25	1
RNF39	2.0	4e-22	2e-30	0.7147	0.04162196	1
LILRB1	2.0	5e-32	0.0	1.81	0.9725	1
LILRB2	2.0	8e-146	0.0	1.15	0.72	1
ROBO2	2.0	1e-08	1e-08	0.11	0.002	1
ROBO1	2.0	3e-08	2e-120	5.18	0.099	1
LIN7C	2.0	1e-09	1e-09	0.032	0.0253	1
RNLS	2.0	7e-09	5e-12	6.919	1.05	1
RNF5	2.0	3e-16	2e-40	2.54	0.69	1
RMI1	2.0	2e-09	1e-11	0.03	0.03	1
LRRC7	2.0	3e-08	3e-09	5.91	1.12	1
MED20	2.0	2e-23	4e-28	0.1756219	0.16012939999999998	1
RBM5	2.0	9e-12	1e-12	0.0254	0.025	1
ADAMTS5	2.0	2e-72	4e-104	1.073	0.58	1
REEP1	2.0	3e-10	4e-11	1.08	1.07	1
MAPK1	2.0	5e-09	6e-16	1.1	1.1	1
MAPKAPK2	2.0	2e-08	4e-13	0.3261	0.023387099999999997	1
ADAMTSL1	2.0	4e-08	3e-08	0.65	0.65	1
RBPMS2	2.0	4e-08	1e-08	0.0431	0.0382	1
MATN1	2.0	3e-09	3e-10	1.38	1.065	1
RBM43	2.0	7e-09	2e-21	1.33	0.3948	1
REG3G	2.0	4e-08	3e-08	1.7730000000000001	0.026278668999999998	1
MBIP	2.0	1e-08	5e-11	2.09	0.052000000000000005	1
MBNL1	2.0	4e-11	2e-17	1.61	1.09	1
MCM4	2.0	2e-10	4e-12	0.03467907	0.03194922	1
MCPH1	2.0	5e-09	2e-09	2.74	0.377	1
RAVER1	2.0	2e-15	2e-22	0.06337232	0.06337232	1
ADAP2	2.0	1e-18	1e-19	0.04529494	0.04431005	1
ALDH16A1	2.0	2e-16	5e-21	3.12	0.36	1
REEP5	2.0	4e-08	3e-08	0.0096693	0.0095484	1
MAP3K4	2.0	2e-12	7e-23	0.81	0.293	1
LRRK1	2.0	6e-19	2e-23	3.64	0.11	1
LYZL1	2.0	1e-08	6e-09	5.8294253	5.668349299999999	1
RIMS1	2.0	3e-08	3e-08	1.0638298000000002	1.0615711	1
LTN1	2.0	5e-09	3e-09	0.02967759	0.02930198	1
RHOD	2.0	9e-10	6e-15	0.024	0.023	1
LUZP1	2.0	3e-09	2e-20	0.08	0.027000000000000003	1
RHOA	2.0	5e-09	4e-10	5.837000000000001	1.0759999999999998	1
RHBDL2	2.0	9e-17	5e-21	0.24	0.22	1
LYRM9	2.0	7e-09	2e-10	0.095	0.086	1
ALDOB	2.0	1e-09	4e-26	2.5	0.05359	1
MAP3K2	2.0	6e-12	1e-13	0.13	0.07	1
ALDOA	2.0	4e-10	5e-11	1.073	1.0638298000000002	1
MAGI2	2.0	4e-08	8e-10	1.0570823999999999	0.013999999999999999	1
RFC1	2.0	2e-12	4e-13	0.02597567	0.02522975	1
MAP1A	2.0	2e-23	2e-26	0.1223192	0.1142708	1
MAP1S	2.0	6e-13	1e-13	0.06	0.0511	1
MAP2K1	2.0	4e-10	1e-10	1.23	1.06	1
ALDH6A1	2.0	6e-18	5e-44	0.3849	0.07528003	1
MTX2	2.0	4e-08	2e-19	1.1990408000000001	1.1312216999999998	1
PSKH1	2.0	1e-09	9e-10	0.03789093	0.03773051	1
FGF23	2.0	3e-18	1e-18	1.07	0.07202	1
PIK3AP1	2.0	8e-09	3e-09	0.02716052	0.02494	1
PLA2G15	2.0	4e-09	6e-10	0.02464128	0.02340381	1
PKNOX1	2.0	3e-08	5e-09	1.0649627000000002	0.05	1
PKN3	2.0	8e-10	6e-11	0.04481	0.03391913	1
OR2B2	2.0	1e-08	2e-10	1.238864	1.1664299999999999	1
PIM1	2.0	2e-13	1e-14	0.14562060000000002	0.1382155	1
PILRB	2.0	5e-09	6e-32	1.13	0.37	1
OR2J3	2.0	3e-11	2e-17	1.24441	0.032	1
PIGK	2.0	1e-12	2e-21	1.0752687	0.037000000000000005	1
OR10Z1	2.0	2e-09	4e-16	0.02442757	0.006	1
OR4A47	2.0	4e-14	2e-14	0.16	0.151	1
PIGC	2.0	6e-14	1e-17	0.0387	0.03	1
PIANP	2.0	8e-15	5e-17	0.23	0.21	1
PI3	2.0	3e-14	2e-35	0.4028	0.38	1
OR4S1	2.0	2e-08	2e-09	0.0221	0.00119	1
PHLDB2	2.0	5e-11	3e-11	1.07	1.07	1
PHF21B	2.0	2e-08	2e-08	2.4084	2.4069	1
OR12D3	2.0	3e-12	1e-20	1.09	1.09	1
PLAT	2.0	3e-08	2e-08	1.94	0.067	1
PHF20	2.0	1e-09	3e-52	6.095	0.057999999999999996	1
OAS1	2.0	5e-09	6e-26	0.27	0.242	1
NUMBL	2.0	4e-10	5e-12	6.92	1.52	1
PMFBP1	2.0	3e-08	2e-15	1.03	0.4681	1
PLS1	2.0	2e-11	3e-60	0.05879796	0.02438128	1
PLRG1	2.0	2e-36	1e-142	0.18	0.0313	1
NXPE1	2.0	2e-14	5e-17	1.12	1.12	1
NYAP1	2.0	7e-36	5e-37	0.2882039	0.2848409	1
NYAP2	2.0	9e-11	1e-11	0.06	0.005674	1
OAS3	2.0	3e-16	6e-17	1.58	0.61	1
PLAU	2.0	3e-08	5e-20	0.24	0.24	1
OBP2A	2.0	4e-34	1e-128	0.34	0.33	1
PLEKHM1	2.0	3e-11	2e-13	1.11	1.11	1
PLEKHG7	2.0	3e-08	3e-11	1.0649627000000002	0.05	1
OIT3	2.0	3e-09	9e-15	0.04845	0.04575	1
PLD2	2.0	3e-09	1e-09	1.25	0.0	1
OPTN	2.0	6e-13	4e-38	1.67	1.54	1
PLCB3	2.0	1e-09	2e-10	0.0247408	0.0234532	1
PHF21A	2.0	5e-13	2e-16	0.07	0.014170276	1
PHEX	2.0	9e-09	4e-13	0.04154	0.04154	1
PMPCA	2.0	2e-08	9e-16	0.03178013	0.02735	1
PARP12	2.0	7e-09	9e-11	0.0423	0.0338	1
PCNX	2.0	4e-08	2e-08	1.23	1.0526316	1
PCMTD1	2.0	2e-13	5e-16	1.44	1.42	1
PAM	2.0	1e-08	4e-79	1.1494253	0.47	1
PANX1	2.0	3e-11	6e-18	0.0447	0.03405	1
PAPD7	2.0	1e-08	4e-09	0.8	0.13	1
PAPPA	2.0	7e-10	2e-10	0.038706800000000006	0.026000000000000002	1
PARK7	2.0	5e-09	9e-14	1.08	1.08	1
PATZ1	2.0	7e-10	6e-10	0.035843	0.03581047	1
PCSK6	2.0	2e-08	6e-24	0.35	0.184	1
AGPAT4	2.0	3e-08	3e-13	0.2	0.2	1
PBX2	2.0	5e-11	2e-15	1.17	0.018000000000000002	1
PBX4	2.0	2e-09	9e-10	0.04375895	0.02296441	1
PCDHA1	2.0	4e-09	4e-09	0.05288415	0.05279411	1
PCDH9	2.0	1e-08	9e-74	2.655	1.206	1
PCBP2	2.0	1e-22	5e-23	0.2029767	0.2007477	1
PCCA	2.0	2e-08	3e-10	6.318	0.085	1
PCSK2	2.0	3e-08	1e-13	2.1	0.04	1
PDCD11	2.0	3e-08	2e-09	1.0649627000000002	0.05	1
PHB2	2.0	4e-08	3e-49	0.28	0.0153	1
AGR3	2.0	7e-09	7e-09	1.1	0.091	1
PGM1	2.0	2e-09	3e-23	0.29	0.12	1
OR5V1	2.0	7e-11	5e-15	7.818	6.531000000000001	1
PFKP	2.0	2e-09	3e-10	3.1004	0.615	1
PFKM	2.0	1e-26	4e-34	0.05493075	0.04847573	1
PEF1	2.0	3e-08	2e-13	5.535	0.021438975	1
AGBL2	2.0	1e-09	8e-18	1.1	0.0384353	1
ORM1	2.0	2e-10	7e-15	0.456	0.354	1
PDLIM4	2.0	2e-11	3e-20	0.0490999	0.0298	1
PDCD1LG2	2.0	2e-26	8e-51	0.5243	0.39	1
PDK1	2.0	7e-11	2e-28	0.5718	0.036000000000000004	1
OTUD7B	2.0	9e-14	4e-19	1.04	0.036000000000000004	1
PDE4A	2.0	5e-13	3e-14	0.4089	0.4089	1
PDE3B	2.0	3e-08	2e-10	0.94	0.125	1
P2RX3	2.0	6e-09	4e-10	1.7857143	0.04051373	1
P2RY10	2.0	4e-08	4e-08	1.11	1.11	1
PDCD6IP	2.0	2e-08	2e-08	9.859	0.021311838	1
NUDT9	2.0	2e-08	2e-28	0.36	0.016943239	1
NUDT3	2.0	3e-08	2e-30	0.069	0.032	1
MX2	2.0	3e-08	3e-09	1.14	1.1235955	1
NDRG2	2.0	5e-10	4e-20	0.4164	0.15	1
NBPF3	2.0	4e-11	7e-18	0.1	0.06334	1
NCAM2	2.0	4e-08	5e-36	0.34	0.34	1
NCF2	2.0	3e-08	6e-11	1.95	1.62	1
PRKAG1	2.0	3e-08	4e-10	0.8123	0.5046	1
NCKIPSD	2.0	9e-09	9e-12	1.0752687	0.032737307	1
NCOA6	2.0	2e-09	9e-13	0.0389	0.0338	1
NCOA7	2.0	7e-09	5e-17	1.58	0.02120631	1
NDST3	2.0	3e-08	3e-08	4.5	1.15	1
NASP	2.0	5e-11	3e-13	0.02592878	0.017	1
NDUFAF2	2.0	1e-08	2e-12	1.1627907	0.021698982999999998	1
NDUFS2	2.0	2e-10	1e-11	1.0390000000000001	0.03765136	1
NDUFS4	2.0	1e-08	2e-17	0.031	0.0221	1
NEDD4L	2.0	3e-12	8e-32	3.6	0.06257	1
NEDD8	2.0	3e-08	2e-10	0.05117	0.05117	1
NEK9	2.0	4e-10	4e-10	0.0348	0.0319	1
NELFCD	2.0	8e-27	6e-27	0.1279017	0.0751071	1
PRKCZ	2.0	3e-08	2e-08	0.022000000000000002	0.016034162	1
PRMT7	2.0	3e-08	6e-11	0.03404	0.016	1
PPP6R3	2.0	2e-10	1e-10	0.1213	0.109	1
MYO1F	2.0	3e-08	2e-08	0.0241	0.0232	1
MXD3	2.0	1e-11	3e-13	0.04239853	0.03930816	1
MXRA8	2.0	1e-10	1e-11	0.1539	0.133	1
MYBPHL	2.0	2e-10	4e-11	6.351	0.021996794	1
ADH7	2.0	4e-09	9e-17	1.33	1.33	1
ADHFE1	2.0	1e-11	3e-14	0.025	0.022000000000000002	1
MYH15	2.0	1e-08	7e-09	0.0418154	0.0222455	1
MYO10	2.0	2e-08	1e-08	3.1807	0.1346	1
MYO1H	2.0	3e-08	8e-09	0.0084	0.0084	1
NAGK	2.0	4e-29	6e-39	0.5154	0.43	1
PRRG2	2.0	1e-10	8e-12	0.02880154	0.02767996	1
PRRC2C	2.0	1e-08	1e-09	0.045	0.0417	1
AKAP7	2.0	3e-11	3e-12	0.028089999999999997	0.026039999999999997	1
MYO9A	2.0	3e-08	5e-10	0.062	0.02634021	1
PRR5L	2.0	2e-08	2e-11	1.2820513999999998	1.0729614	1
NACA	2.0	1e-09	6e-12	1.06	1.05	1
PROZ	2.0	3e-26	2e-33	0.5944	0.5917	1
NELL1	2.0	7e-49	1e-89	1.11	0.84	1
NEUROD2	2.0	3e-10	2e-14	0.02985445	0.02448577	1
NUBP2	2.0	2e-11	1e-11	0.018000000000000002	0.018000000000000002	1
NRGN	2.0	2e-09	1e-12	1.15	1.0729614	1
POR	2.0	1e-09	4e-11	0.08	0.07	1
NPHP3	2.0	2e-10	3e-14	0.05731955	0.04797724	1
POMP	2.0	6e-10	4e-10	0.02300539	0.02296831	1
AHSA2	2.0	4e-13	9e-32	1.15	1.138	1
AHRR	2.0	6e-09	4e-09	1.06	0.1271	1
NRBF2	2.0	4e-17	3e-18	0.08557437	0.08258962	1
NRF1	2.0	6e-09	6e-13	0.04428243	0.0359149	1
NRM	2.0	2e-08	3e-10	0.266	0.036598	1
POT1	2.0	3e-08	9e-09	1.22	1.16	1
POLG	2.0	4e-13	2e-19	0.19	0.184	1
NRP1	2.0	2e-09	7e-28	1.06	0.28	1
NRXN1	2.0	4e-08	5e-09	1.157	0.02	1
NSMCE1	2.0	4e-08	2e-09	7.72	0.61	1
PODXL	2.0	4e-08	1e-08	1.0822511000000001	0.255	1
NT5E	2.0	1e-12	7e-13	0.302	0.11800000000000001	1
NTNG1	2.0	3e-08	1e-70	1.0	0.019	1
POSTN	2.0	7e-23	2e-28	1.5	1.34	1
NOVA1	2.0	4e-09	3e-09	1.046	0.002	1
PPP5D1	2.0	4e-09	1e-09	96.0	93.0	1
NKAIN1	2.0	3e-08	9e-10	1.26	0.017041538000000002	1
NFIB	2.0	3e-08	1e-09	2.62	2.43	1
NGF	2.0	9e-09	7e-09	1.18	1.0416667	1
NGFR	2.0	2e-08	2e-09	1.15	1.15	1
NHEJ1	2.0	5e-17	1e-23	0.067	0.051	1
PPP1R3A	2.0	3e-08	2e-08	1.1235955	0.002	1
NIPAL2	2.0	1e-08	1e-08	1.06	1.0559661	1
NISCH	2.0	9e-09	4e-10	5.752000000000001	0.04	1
NLGN1	2.0	7e-09	6e-13	0.052000000000000005	0.002	1
NOTCH1	2.0	2e-08	9e-09	0.08	0.08	1
NLRC3	2.0	7e-10	2e-10	0.023	0.023	1
PPIE	2.0	9e-24	5e-53	0.4596	0.38	1
NME7	2.0	2e-12	2e-26	2.52	2.02	1
NOA1	2.0	1e-08	2e-09	0.0468	0.0399	1
NOL10	2.0	3e-08	2e-08	1.07	1.06	1
PPARGC1A	2.0	1e-09	2e-15	1.2658228	0.2878	1
PPARD	2.0	1e-11	8e-14	0.081	0.06281261	1
LEP	2.0	1e-09	2e-12	0.033	0.028999999999999998	1
ALPK3	2.0	4e-09	6e-10	86.0	85.0	1
LDB1	2.0	1e-08	1e-09	5.736000000000001	0.024648339	1
SMARCA4	2.0	3e-08	1e-08	0.1671	0.1671	1
GRB2	2.0	5e-09	1e-11	1.1904762	1.18	1
GRHL2	2.0	2e-08	7e-09	1.1	1.08	1
GRHL3	2.0	3e-08	4e-09	8.3	6.343999999999999	1
GRIK1	2.0	9e-09	5e-10	5.751	1.19	1
GRIN2B	2.0	1e-08	6e-10	6.196000000000001	6.196000000000001	1
SMIM19	2.0	4e-08	3e-11	5.476369999999999	0.11	1
GSK3B	2.0	4e-08	1e-08	0.02	0.02	1
GTF2B	2.0	9e-10	2e-15	0.382	0.0826	1
GRAMD1C	2.0	2e-47	3e-148	0.62	0.37	1
SMAD9	2.0	1e-08	1e-10	0.0386	0.0236455	1
SLIT2	2.0	1e-09	9e-10	0.49067299999999997	0.47	1
SLCO6A1	2.0	2e-08	9e-09	1.48	1.09	1
SLC9B1	2.0	4e-11	2e-12	1.05	1.05	1
SLC9A8	2.0	4e-08	4e-09	1.07	1.07	1
SLC9A3R1	2.0	7e-10	3e-17	0.03031678	0.02250925	1
HAL	2.0	3e-10	7e-15	0.08	0.04	1
SMPDL3A	2.0	2e-17	2e-282	1.08	0.5315	1
GPX6	2.0	3e-08	2e-10	1.241532	1.0989010000000001	1
HAT1	2.0	3e-15	3e-16	8.183	1.0695187	1
GPR25	2.0	2e-15	7e-16	1.2	1.19	1
ACP1	2.0	1e-257	0.0	1.237	1.16	1
ANXA3	2.0	1e-09	1e-12	1.13	0.085	1
GPR133	2.0	4e-08	8e-10	3.7761	0.17	1
SNX10	2.0	2e-08	1e-10	0.032	0.0267	1
ACP2	2.0	3e-08	1e-16	8.305	1.1	1
GPR180	2.0	3e-08	2e-08	0.0258	0.0184	1
GPR183	2.0	3e-08	2e-14	1.12	1.112	1
GPR26	2.0	3e-08	1e-21	0.051	0.015	1
SMTNL2	2.0	6e-09	2e-09	2.15	1.124	1
GPR45	2.0	2e-11	7e-13	0.04	0.032	1
SNCAIP	2.0	1e-09	2e-15	0.050035500000000004	0.0382969	1
SNAI2	2.0	3e-22	3e-32	0.031	0.025	1
GPRC5A	2.0	8e-09	1e-09	0.02997891	0.02850153	1
